 A VSTC VWat E_backup_full E_backup_repr E_loss_stor_full E_loss_stor_repr E_curt_full E_curt_repr E_sol_full E_sol_repr t_repr t_comp E_demand_full E_demand_repr E_net_loss_full E_net_loss_repr E_net_pump_full E_net_pump_repr
0 25000.0 50000.0 50000.0 183442773.87683025 191287912.24301228 265110.250243975 287620.5102280628 0.0 0.0 2712626.0920522097 0.0 1.1943469999999934 0.5473819999999989 185106266.02524912 190191895.62638396 784023.6933930792 808396.1064339823 703182.1097704346 714765.4556603984
1 25000.0 100000.0 50000.0 183491953.77719548 191337721.7499025 314237.50755424856 337261.36503380554 0.0 0.0 2712626.0920522097 0.0 0.7367610000000013 0.08636300000000574 185106266.02524912 190191895.62638396 784076.3364484372 808564.7584997353 703166.8152942653 714845.147808668
2 25000.0 150000.0 50000.0 183533153.31789583 191379443.10822663 355392.8877113642 378841.45728673483 0.0 0.0 2712626.0920522097 0.0 1.1549839999999847 0.08803399999999328 185106266.02524912 190191895.62638396 784120.4969908354 808706.0245693945 703154.0009931864 714911.8994166148
3 50000.0 50000.0 50000.0 180727346.5353694 191287912.24301228 265220.20172241447 287620.5102280628 0.0 0.0 5425252.18410458 0.0 0.7371440000000007 0.08872800000000325 185106266.02524912 190191895.62638396 781112.4925056972 808396.1064339823 704027.8511376269 714765.4556603984
4 50000.0 100000.0 50000.0 180776489.3321337 191337721.7499025 314310.6717022047 337261.36503380554 0.0 0.0 5425252.18410458 0.0 0.7574850000000026 0.08951799999999821 185106266.02524912 190191895.62638396 781164.8192906412 808564.7584997353 704012.6391664316 714845.147808668
5 50000.0 150000.0 50000.0 180817667.96385133 191379443.10822663 355445.17070511077 378841.45728673483 0.0 0.0 5425252.18410458 0.0 0.740177000000017 0.0891860000000122 185106266.02524912 190191895.62638396 781208.9520047003 808706.0245693945 703999.8244430859 714911.8994166148
6 75000.0 50000.0 50000.0 178012265.37721398 191287912.24301228 265669.31391080644 287620.5102280628 0.0 0.0 8137878.27615697 0.0 0.7391520000000185 0.08919700000001285 185106266.02524912 190191895.62638396 778208.3142143881 808396.1064339823 704872.0920428571 714765.4556603984
7 75000.0 100000.0 50000.0 178061303.5525376 191337721.7499025 314658.941421362 337261.36503380554 0.0 0.0 8137878.27615697 0.0 0.7551830000000166 0.08941400000000499 185106266.02524912 190191895.62638396 778256.8620278491 808564.7584997353 704857.4820730176 714845.147808668
8 75000.0 150000.0 50000.0 178102427.04053247 191379443.10822663 355738.82112126506 378841.45728673483 0.0 0.0 8137878.27615697 0.0 0.7587689999999725 0.0892199999999832 185106266.02524912 190191895.62638396 778300.4703228021 808706.0245693945 704844.8147621297 714911.8994166148
9 100000.0 50000.0 50000.0 175298299.21601883 191287912.24301228 267237.2287109582 287620.5102280628 0.0 0.0 10850504.368211022 0.0 0.7400980000000175 0.0891860000000122 185106266.02524912 190191895.62638396 775300.3302727233 808396.1064339823 705717.226152963 714765.4556603984
10 100000.0 100000.0 50000.0 175347000.14844918 191337721.7499025 315891.4392586647 337261.36503380554 0.0 0.0 10850504.368211022 0.0 0.7525519999999801 0.08917900000000145 185106266.02524912 190191895.62638396 775347.0521554686 808564.7584997353 705702.8762572152 714845.147808668
11 100000.0 150000.0 50000.0 175387959.54024902 191379443.10822663 356807.47415722953 378841.45728673483 0.0 0.0 10850504.368211022 0.0 0.7521389999999997 0.08895400000000109 185106266.02524912 190191895.62638396 775390.4090565408 808706.0245693945 705690.2777662621 714911.8994166148
12 25000.0 50000.0 75000.0 183470454.50145084 191322680.0674319 292681.4400833806 322251.4929792969 0.0 0.0 2712626.0920522097 0.0 0.8476229999999987 0.08887500000000159 185106266.02524912 190191895.62638396 784133.1281771726 808532.948110196 691491.9722542971 689035.5338120571
