 A VSTC VWat E_backup_full E_backup_repr E_loss_stor_full E_loss_stor_repr E_curt_full E_curt_repr E_sol_full E_sol_repr t_repr C_elec_full C_elec_repr t_comp E_demand_full E_demand_repr E_net_loss_full E_net_loss_repr E_net_pump_full E_net_pump_repr
0 25000.0 50000.0 50000.0 174031614.02677023 168550849.1941776 184793.55099172774 183699.89632934713 0.0 0.0 12105491.273212487 11902340.51720719 9.525829000000044 1577914.2858591166 1591552.3239490364 6.972819999999956 185106266.02524912 179475126.02840042 846045.7237823845 794363.7866917816 1663793.5592465154 1483604.7090456442
1 25000.0 100000.0 50000.0 174066548.91730973 168596635.17188007 219897.65137031645 219699.51007408666 0.0 0.0 12105491.273212487 11902340.51720719 2.8396430000000237 1553980.931456454 1567041.7902494008 0.3951279999999997 185106266.02524912 179475126.02840042 845876.5139432037 804150.1506397177 1671438.9514550716 1539801.8028236916
2 25000.0 150000.0 50000.0 174097347.2451565 168632051.65604547 249429.3225533023 250887.18883644292 0.0 0.0 12105491.273212487 11902340.51720719 3.0288339999999607 1535786.6924261902 1546036.4134333658 0.36955199999999877 185106266.02524912 179475126.02840042 847143.170603417 808378.9560483885 1673455.3600813954 1565192.295718327
3 50000.0 50000.0 50000.0 161906896.01540902 156633013.0067041 185665.37492417687 186050.52233356753 0.0 0.0 24210982.54642587 23804681.034410216 2.9240670000000364 1483969.6603221863 1505833.4269841372 0.3992829999999685 185106266.02524912 179475126.02840042 825947.1617003111 776517.4904210812 1610777.665154927 1447037.142586925
4 50000.0 100000.0 50000.0 161941603.36533648 156674101.13032475 221247.1042923012 221684.57292699208 0.0 0.0 24210982.54642587 23804681.034410216 3.0106799999999794 1457657.1865755522 1478592.31580334 0.3672149999999874 185106266.02524912 179475126.02840042 825072.7822597006 781971.5634444238 1611907.9380935389 1439056.1339024357
5 50000.0 150000.0 50000.0 161970374.92450267 156705030.04099056 250149.87455928308 252025.31459197396 0.0 0.0 24210982.54642587 23804681.034410216 2.810999000000038 1437987.1837236797 1454715.3454085798 0.3662320000000818 185106266.02524912 179475126.02840042 824941.5711535201 782559.7324281619 1607138.6484657882 1425216.0813598603
6 75000.0 50000.0 50000.0 152171033.93361464 148652367.0208765 186834.30591484555 186423.93687562025 2374857.188299745 3926171.50171348 33941616.631339096 31780850.0499097 2.996005000000082 1412657.2046968462 1435127.870313044 0.3691479999999956 185106266.02524912 179475126.02840042 819550.233827058 771667.1055324619 1582253.8739357344 1434355.094866266
7 75000.0 100000.0 50000.0 149872371.42552704 145983498.91961235 222198.88770263773 222230.14301975467 44112.2559176529 1214240.3835022098 36272361.56372079 34492781.16812145 2.8495110000001205 1374402.3752290842 1402824.5520792627 0.3672750000000633 185106266.02524912 179475126.02840042 816268.0763306477 778923.9163474413 1575341.7114061243 1415558.9523502958
8 75000.0 150000.0 50000.0 149849809.2236429 144786493.3164072 250559.85401068395 252455.26010940596 0.0 0.0 36316473.81963837 35707021.55162223 2.943909999999846 1348758.298161515 1373495.4423664713 0.3715749999998934 185106266.02524912 179475126.02840042 809457.1640534332 765933.5795581038 1562809.9547003203 1388398.9562995513
9 100000.0 50000.0 50000.0 146904672.49862474 142703232.08690855 188131.44451522184 185684.80305306375 9220399.303089028 9884237.392767154 39201565.78976251 37725124.676062554 3.005023999999935 1361290.8003411887 1370529.2507684326 0.3690329999999449 185106266.02524912 179475126.02840042 811840.8186553463 767545.9315576004 1556323.7283845998 1423078.853149364
10 100000.0 100000.0 50000.0 144605607.30475312 140332659.0351085 223733.21079091972 222482.81634923775 6889095.372481057 7476650.7041869 41532869.7203707 40132711.36464048 2.808121999999912 1323179.0952791015 1338954.4241750631 0.36815999999998894 185106266.02524912 179475126.02840042 808477.7891162422 767761.5550463459 1547054.3350567066 1384062.1985614537
