 A VSTC VWat E_backup_full E_backup_repr E_loss_stor_full E_loss_stor_repr E_curt_full E_curt_repr E_sol_full E_sol_repr t_repr C_elec_full C_elec_repr t_comp E_demand_full E_demand_repr E_net_loss_full E_net_loss_repr E_net_pump_full E_net_pump_repr
10 100000.0 100000.0 50000.0 144605607.30475312 150860874.3453683 223733.21079091972 226249.41734824443 6889095.372481057 15170995.90458781 41532869.7203707 32713373.538648576 1.3472790000000145 1323179.0952791015 1547909.7675387724 0.18877600000001848 185106266.02524912 182567996.55758804 808477.7891162422 780001.9091142726 1547054.3350567066 1295070.2357817425
11 100000.0 150000.0 50000.0 142301122.53913996 148523799.96815386 252772.4584197009 255979.6284523788 4559635.768637893 12810724.938283399 43862329.32421431 35073644.504958495 1.3395039999999767 1290071.1760747423 1509813.4309380422 0.18528099999997494 185106266.02524912 182567996.55758804 804413.3797140066 773468.2871242085 1532557.6851537563 1273693.1964781357
12 25000.0 50000.0 75000.0 174049328.90724868 171636887.69334272 203528.58268641395 212750.34772725456 0.0 0.0 12105491.273212487 11971092.360818002 1.3425090000000068 1564575.8850640585 1730559.3023183576 0.18452300000001287 185106266.02524912 182567996.55758804 845025.5725653663 827233.1488885786 1669918.2465266963 1467472.4849487513
13 25000.0 100000.0 75000.0 174085482.55768302 171688721.865109 238778.4909966989 252900.91597228218 0.0 0.0 12105491.273212487 11971092.360818002 1.4352409999999622 1543825.640832475 1699929.6939889113 0.18684899999999516 185106266.02524912 182567996.55758804 845929.3146871693 838916.7523988946 1674478.5884397738 1462203.6411944139
14 25000.0 150000.0 75000.0 174113887.05437452 171714440.38354316 268352.4216767332 283578.14811594813 0.0 0.0 12105491.273212487 11971092.360818002 1.3165779999999927 1527000.2114797903 1673116.4745657828 0.18559199999998555 185106266.02524912 182567996.55758804 844759.8806973731 833958.0387218939 1667957.432653405 1495502.4413756952
15 50000.0 50000.0 75000.0 161923860.42785195 161941008.16516933 204898.9699667495 208222.24675179052 0.0 2308429.2791391 24210982.54642587 21633755.442492895 1.3492550000000278 1469230.9987211034 1672024.8768972452 0.18680800000004183 185106266.02524912 182567996.55758804 823677.9790996246 798544.8033655386 1614445.4368747787 1359772.5977856596
16 50000.0 100000.0 75000.0 161960614.58280203 159942243.57803464 240003.6904746315 244650.4218634154 0.0 271950.84525531 24210982.54642587 23670233.876376063 1.3400700000000256 1446731.9401878975 1634922.0784238277 0.18777299999999286 185106266.02524912 182567996.55758804 825327.4135400269 799830.4750259889 1614606.463799033 1368319.2453325214
17 50000.0 150000.0 75000.0 161987474.9852509 159705750.71863666 269220.75549601286 276705.87327880476 0.0 0.0 24210982.54642587 23942184.721630488 1.357150000000047 1428570.4051159853 1598959.396708939 0.18726700000001983 185106266.02524912 182567996.55758804 822970.7509654146 803233.0094334055 1602137.8256830275 1401096.9137230131
18 75000.0 50000.0 75000.0 151017763.9964785 156798181.40388075 205405.39719548987 209255.00444740176 1205085.9466764329 9142356.207133245 35111387.87296192 26770920.875297822 1.425734000000034 1392172.213823932 1618979.3608355983 0.18614600000000792 185106266.02524912 182567996.55758804 817480.4470322584 791850.7172224558 1582981.3711417697 1316749.041523217
19 75000.0 100000.0 75000.0 149843004.27540988 154272104.43127406 239961.9628745532 244699.27453918898 0.0 6587444.6470661415 36316473.81963837 29325832.43536035 1.3475869999999759 1359871.6969200552 1580777.9086950212 0.18497899999999845 185106266.02524912 182567996.55758804 813250.1069571672 785241.0345635371 1574177.591182674 1324492.5328957625
20 75000.0 150000.0 75000.0 149864128.53632954 152590724.88039148 269394.26473916066 275144.62418193277 0.0 4875605.104643131 36316473.81963837 31037671.977791313 1.3441329999999994 1337470.1738469852 1543606.794835238 0.18684899999999516 185106266.02524912 182567996.55758804 804942.0660111584 785255.6764700691 1555325.9747509682 1330476.5397708786
21 100000.0 50000.0 75000.0 145752814.4117097 152129379.8529032 206155.19293231567 210156.2429582826 8052562.977001603 16447379.86213881 40369402.11585046 31436989.581107076 1.33698899999996 1340852.8337434249 1566629.0647969216 0.18544800000000805 185106266.02524912 182567996.55758804 809795.3094096694 788216.6335130112 1557270.4755037946 1311854.8339338298
22 100000.0 100000.0 75000.0 143454101.61064497 149656184.73304388 242265.2716953144 245290.16113749653 5720821.342634669 13951215.69587781 42701143.75021712 33933153.74736461 1.4333829999999352 1305745.864590503 1528330.6693023532 0.18775699999997641 185106266.02524912 182567996.55758804 806714.0639479135 776051.7617252122 1543626.6646244084 1273621.9346148695
23 100000.0 150000.0 75000.0 141147937.09784347 147286074.1261065 271317.33068819874 274985.04250372737 3391536.423750197 11557648.30997361 45030428.66910247 36326721.1332699 1.3266039999999748 1273621.455812496 1490460.5647789522 0.1863740000000007 185106266.02524912 182567996.55758804 800782.411035938 769813.6593406001 1522758.604814861 1247563.9580942478
24 25000.0 50000.0 100000.0 174066500.36166185 171661205.34580913 220049.65087650323 232260.22971462522 0.0 0.0 12105491.273212487 11971092.360818002 1.3346899999999664 1553129.7599655937 1714387.1756234209 0.19486899999998286 185106266.02524912 182567996.55758804 845675.9587877699 832040.9193712593 1675640.8045773946 1431600.699615362
25 25000.0 100000.0 100000.0 174101268.23199296 171704482.6895537 254790.01918265532 270179.1083986721 0.0 0.0 12105491.273212487 11971092.360818002 1.3563539999999534 1534883.906118409 1685565.6172282042 0.1861549999999852 185106266.02524912 182567996.55758804 845703.4608095624 837399.3844360975 1675875.6674514636 1473714.9560618375
26 25000.0 150000.0 100000.0 174130531.82499424 171732692.81640995 285420.5788863698 300515.1304064882 0.0 0.0 12105491.273212487 11971092.360818002 1.4361040000000003 1518632.188478757 1659885.9523147354 0.18632500000001073 185106266.02524912 182567996.55758804 844336.49410773 835273.4892904938 1664288.4275614447 1478839.4943701415
27 50000.0 50000.0 100000.0 161941650.57572684 160970888.26552117 221639.82747367755 225761.50129687754 0.0 1314628.60956609 24210982.54642587 22627556.1120601 1.3119720000000257 1456822.3185275057 1652982.8446335383 0.17114100000003418 185106266.02524912 182567996.55758804 824727.2694673003 804686.3187450595 1617718.540421757 1365204.47607968
28 50000.0 100000.0 100000.0 161975642.2757626 159695440.72493032 255920.39369129442 262512.00067814393 0.0 0.0 24210982.54642587 23942184.721630488 1.3171689999999217 1437117.3431547785 1616184.1074025913 0.18665499999997337 185106266.02524912 182567996.55758804 824438.4032828329 807116.8883474399 1612210.139043754 1391944.898633459
29 50000.0 150000.0 100000.0 162002716.45754746 159721571.79551294 286228.51303148345 294864.5282412946 0.0 0.0 24210982.54642587 23942184.721630488 1.3308210000000145 1419559.9066651338 1581522.1258904813 0.18640099999998938 185106266.02524912 182567996.55758804 821204.4657247091 800895.4313769967 1599388.708425537 1338801.650113317
30 75000.0 50000.0 100000.0 149864583.3361794 155643495.01077396 222758.0315397302 226416.74561312952 35679.3027070193 7973900.694379228 36280794.51693133 27939376.388052423 1.3251050000000077 1373581.878555037 1599338.2882685945 0.18779200000000174 185106266.02524912 182567996.55758804 816353.7963561525 788458.0956994274 1580052.7399175894 1297086.373315611
31 75000.0 100000.0 100000.0 149855157.83365723 153529189.60371268 256368.43116344296 261943.54322018585 0.0 5820047.010470161 36316473.81963837 30093230.071963783 1.4420140000000288 1347898.429841069 1561616.1832391436 0.1893800000000283 185106266.02524912 182567996.55758804 808997.1969153462 792479.5749243372 1568798.0747122085 1323807.8464298863
32 75000.0 150000.0 100000.0 149878768.594881 151559054.41832808 286852.33691620146 292300.45068203675 0.0 3829224.47571963 36316473.81963837 32084052.606715053 1.348493000000019 1327007.7026748706 1525000.4885169978 0.18810200000001487 185106266.02524912 182567996.55758804 802124.0523851253 782810.01682267 1545417.5600946203 1322836.1023311084
33 100000.0 50000.0 100000.0 144599319.4834449 150784737.36971352 222966.67333903155 226637.02511070907 6883817.92015456 15092027.363421034 41538147.17269718 32792342.079819117 1.3353530000000546 1322342.5659284918 1547001.864977019 0.19707600000003822 185106266.02524912 182567996.55758804 808233.9575837592 782445.8668812624 1552584.9468683072 1285868.5414052971
34 100000.0 100000.0 100000.0 142298777.63534522 148502909.655286 258389.26636747626 262561.82621802087 4552079.6786696 12781485.327732809 43869885.41418263 35102884.11551133 1.3234209999999962 1289203.8414475818 1508930.1226858739 0.18628499999999804 185106266.02524912 182567996.55758804 804007.7579399468 775235.3870451713 1538432.4158685163 1252992.2483999752
35 100000.0 150000.0 100000.0 139993250.67248333 145950943.7371959 288367.8588117709 292120.05113902024 2222541.7606756617 10203920.064735541 46199423.33217695 37680449.378502265 1.4396350000000666 1257429.943532135 1471532.7828722284 0.1861170000000243 185106266.02524912 182567996.55758804 798040.1206260149 771276.5070233544 1511360.1417027425 1269064.1813911875
36 25000.0 50000.0 125000.0 174080530.35764268 171678043.56072304 235644.2474471002 249580.64873051032 0.0 0.0 12105491.273212487 11971092.360818002 1.315830999999946 1543225.4290722697 1699178.5982569493 0.1854139999999802 185106266.02524912 182567996.55758804 844111.3581949655 831558.7152879251 1685820.9990634513 1462806.7377460417
37 25000.0 100000.0 125000.0 174117334.23013604 171724023.42362142 270766.54825135553 286048.03447842936 0.0 0.0 12105491.273212487 11971092.360818002 1.3484849999999824 1526324.4061662292 1672188.154023308 0.19029999999997926 185106266.02524912 182567996.55758804 845792.9298825244 841071.1924283669 1667359.6119600318 1478462.8158774667
38 25000.0 150000.0 125000.0 174147567.26068386 171750004.13453513 301732.2770986049 316337.11797002784 0.0 0.0 12105491.273212487 11971092.360818002 1.3452970000000164 1510571.5676682317 1646786.9960719005 0.18860599999999295 185106266.02524912 182567996.55758804 845060.2315837515 836762.8198603308 1653056.226501691 1463769.755199302
39 50000.0 50000.0 125000.0 161955943.96073627 159932566.71175256 237073.51765335922 241870.74693717435 0.0 259494.91489779 24210982.54642587 23682689.806734458 1.344204999999988 1446148.2599534574 1634135.575410359 0.1869689999999764 185106266.02524912 182567996.55758804 823586.964292562 805389.214010961 1625973.3675979215 1351862.63200312
40 50000.0 100000.0 125000.0 161991357.03811464 159710072.04577452 271985.73870546586 279568.70473784924 0.0 0.0 24210982.54642587 23942184.721630488 1.461789000000067 1427912.9443735715 1598192.529186412 0.1897570000000428 185106266.02524912 182567996.55758804 824087.8206186348 804691.5051533767 1602060.9655009138 1387179.5506731288
41 50000.0 150000.0 125000.0 162018267.43947738 159746629.19107738 301607.9601300936 311839.7403702381 0.0 0.0 24210982.54642587 23942184.721630488 1.3183220000000233 1410836.947669429 1565151.392630956 0.18439100000000508 185106266.02524912 182567996.55758804 821376.000555086 808977.6147877416 1586316.990702189 1345431.8484198437
42 75000.0 50000.0 125000.0 149838498.4467066 154304795.55778417 237187.05022713394 242187.21909071226 0.0 6616577.50194753 36316473.81963837 29296699.58048326 1.3425769999999488 1359306.1004195127 1579950.6038470245 0.1880989999999656 185106266.02524912 182567996.55758804 811519.1908995912 791311.3616560139 1584682.30452786 1297119.615015312
43 75000.0 100000.0 125000.0 149868314.9806077 152523894.74599516 272320.6699990668 277941.28400665725 0.0 4800908.403204029 36316473.81963837 31112368.679230418 1.328183000000024 1336827.3953045865 1542889.3238320318 0.1851530000000139 185106266.02524912 182567996.55758804 806202.105028583 790325.5836813892 1553727.226884156 1312627.2564844657
44 75000.0 150000.0 125000.0 149894638.84107563 150437862.20392895 302801.5554868431 308035.2083872998 0.0 2694909.09021633 36316473.81963837 33218367.99221766 1.454876000000013 1317150.6993907066 1506529.6616364548 0.18589800000000878 185106266.02524912 182567996.55758804 802045.0800066745 780198.4302231434 1532700.3301613324 1309237.153440228
45 100000.0 50000.0 125000.0 143443809.78931054 149667818.22080094 238377.37751835238 242966.49969254562 5716210.657186701 13961343.164241327 42705754.43566551 33923026.27900877 1.3007430000000113 1305166.6681913505 1527497.827562889 0.18463900000000422 185106266.02524912 182567996.55758804 804920.8222374959 779881.4425887378 1555134.3143842728 1257268.731490496
46 100000.0 100000.0 125000.0 141144623.351773 147338025.5091126 273926.83885262377 278083.693189388 3384465.285803354 11602215.23511726 45037499.80704876 36282154.20812387 1.3307300000000168 1272978.5342240126 1489734.2282484514 0.18640500000003613 185106266.02524912 182567996.55758804 801930.2947472973 774099.4665180116 1522455.0489659922 1242037.1813590738
47 100000.0 150000.0 125000.0 138839766.60538977 144559780.16855887 304821.9519382266 307407.39461853553 1054146.9226268334 8797357.06829811 47367818.17022581 39087012.37493947 1.326028000000008 1241446.0981548876 1452919.877558068 0.1978770000000054 185106266.02524912 182567996.55758804 796496.7984540418 771388.5913427989 1497848.1890955544 1273131.7535904206
