 A VSTC VWat E_backup_full E_backup_repr E_loss_stor_full E_loss_stor_repr E_curt_full E_curt_repr E_sol_full E_sol_repr t_repr C_elec_full C_elec_repr t_comp E_demand_full E_demand_repr E_net_loss_full E_net_loss_repr E_net_pump_full E_net_pump_repr
0 25000.0 50000.0 50000.0 174031614.02677023 172118409.72705668 184793.55099172774 182727.20082194763 0.0 0.0 12105491.273212487 12183719.11937992 7.85065000000003 1577914.2858591166 1563642.6078100856 6.191747000000021 185106266.02524912 183280846.60192668 846045.7237823845 838555.0437345058 1663793.5592465154 1688663.3331594656
1 25000.0 100000.0 50000.0 174066548.91730973 172155885.99524805 219897.65137031645 216945.5504530738 0.0 0.0 12105491.273212487 12183719.11937992 1.8327580000000125 1553980.931456454 1539255.8187109623 0.26798500000001013 185106266.02524912 183280846.60192668 845876.5139432037 841812.9622962953 1671438.9514550716 1700342.1710289305
2 25000.0 150000.0 50000.0 174097347.2451565 172187133.54078996 249429.3225533023 245458.58741405993 0.0 0.0 12105491.273212487 12183719.11937992 1.8466519999999491 1535786.6924261902 1518208.1022820873 0.26890199999996867 185106266.02524912 183280846.60192668 847143.170603417 844547.4708826176 1673455.3600813954 1681535.914332584
3 50000.0 50000.0 50000.0 161906896.01540902 159917284.5978073 185665.37492417687 184121.140415008 0.0 0.0 24210982.54642587 24367438.238761276 2.0206120000000283 1483969.6603221863 1463949.5770020082 0.2711230000000455 185106266.02524912 183280846.60192668 825947.1617003111 819755.0942971474 1610777.665154927 1660569.37126438
4 50000.0 100000.0 50000.0 161941603.36533648 159949674.77330938 221247.1042923012 219229.19775824292 0.0 0.0 24210982.54642587 24367438.238761276 1.8406239999999343 1457657.1865755522 1438674.331879376 0.2744599999999764 185106266.02524912 183280846.60192668 825072.7822597006 817037.2124466095 1611907.9380935389 1659531.680322268
5 50000.0 150000.0 50000.0 161970374.92450267 159976265.1022778 250149.87455928308 247066.3221681801 0.0 0.0 24210982.54642587 24367438.238761276 1.850131000000033 1437987.1837236797 1417003.2336834564 0.26957500000003165 185106266.02524912 183280846.60192668 824941.5711535201 815790.4169911632 1607138.6484657882 1633115.613131869
6 75000.0 50000.0 50000.0 152171033.93361464 148516297.71149662 186834.30591484555 181150.12411060653 2374857.188299745 789903.3887898801 33941616.631339096 35761253.96936198 2.064204000000018 1412657.2046968462 1379976.0108993163 0.31425899999999274 185106266.02524912 183280846.60192668 819550.233827058 815554.9548777546 1582253.8739357344 1645108.549323667
7 75000.0 100000.0 50000.0 149872371.42552704 147760073.38295496 222198.88770263773 218565.78749810724 44112.2559176529 0.0 36272361.56372079 36551157.35815015 1.8386820000000057 1374402.3752290842 1345386.460870617 0.2677060000000324 185106266.02524912 183280846.60192668 816268.0763306477 811818.3517368833 1575341.7114061243 1630170.3108902648
8 75000.0 150000.0 50000.0 149849809.2236429 147778127.37458694 250559.85401068395 247119.027923354 0.0 0.0 36316473.81963837 36551157.35815015 1.8607030000000009 1348758.298161515 1321893.800155622 0.27317499999998063 185106266.02524912 183280846.60192668 809457.1640534332 801319.1029466097 1562809.9547003203 1576667.3283364412
9 100000.0 50000.0 50000.0 146904672.49862474 141740346.07340917 188131.44451522184 186562.5011490291 9220399.303089028 6196305.6621084 39201565.78976251 42538570.81543545 2.057681000000059 1361290.8003411887 1320670.6199206305 0.32377700000000686 185106266.02524912 183280846.60192668 811840.8186553463 811507.7858156434 1556323.7283845998 1635962.2795754718
10 100000.0 100000.0 50000.0 144605607.30475312 139329242.7298811 223733.21079091972 220774.58859543566 6889095.372481057 3752280.5519199995 41532869.7203707 44982595.92562685 1.7720010000000457 1323179.0952791015 1281102.1361245955 0.2245420000000422 185106266.02524912 183280846.60192668 808477.7891162422 810217.4650344503 1547054.3350567066 1615281.1716644885
11 100000.0 150000.0 50000.0 142301122.53913996 137137213.39851373 252772.4584197009 247300.93256418675 4559635.768637893 1539691.7174447998 43862329.32421431 47195184.76009828 1.7713820000000169 1290071.1760747423 1244709.0359770525 0.22422599999998738 185106266.02524912 183280846.60192668 804413.3797140066 804250.6241728509 1532557.6851537563 1585680.2568902338
12 25000.0 50000.0 75000.0 174049328.90724868 172129935.43041 203528.58268641395 201532.29839676915 0.0 0.0 12105491.273212487 12183719.11937992 1.9069690000000605 1564575.8850640585 1549829.3107405973 0.22426200000001018 185106266.02524912 183280846.60192668 845025.5725653663 831275.6495157947 1669918.2465266963 1753402.8582983622
13 25000.0 100000.0 75000.0 174085482.55768302 172172526.2350303 238778.4909966989 235040.32702298928 0.0 0.0 12105491.273212487 12183719.11937992 1.7737030000000118 1543825.640832475 1527874.5987127032 0.22296999999997524 185106266.02524912 183280846.60192668 845929.3146871693 840358.4255145536 1674478.5884397738 1699681.257528957
14 25000.0 150000.0 75000.0 174113887.05437452 172198621.6234509 268352.4216767332 262771.4833040771 0.0 0.0 12105491.273212487 12183719.11937992 1.7671300000000087 1527000.2114797903 1507907.4538759757 0.22383000000002085 185106266.02524912 183280846.60192668 844759.8806973731 838722.6576648867 1667957.432653405 1671871.3341009724
15 50000.0 50000.0 75000.0 161923860.42785195 159929869.64599535 204898.9699667495 203795.8467822204 0.0 0.0 24210982.54642587 24367438.238761276 1.931406999999922 1469230.9987211034 1449771.3887195536 0.22434899999996105 185106266.02524912 183280846.60192668 823677.9790996246 812665.4360905399 1614445.4368747787 1714329.6261963013
16 50000.0 100000.0 75000.0 161960614.58280203 159964078.21061724 240003.6904746315 236849.82900905542 0.0 0.0 24210982.54642587 24367438.238761276 1.757300999999984 1446731.9401878975 1427022.6190117544 0.22417999999998983 185106266.02524912 183280846.60192668 825327.4135400269 813820.0184952798 1614606.463799033 1655164.6612921627
