 A VSTC VWat E_backup_full E_backup_repr E_loss_stor_full E_loss_stor_repr E_curt_full E_curt_repr E_sol_full E_sol_repr t_repr t_comp E_demand_full E_demand_repr E_net_loss_full E_net_loss_repr E_net_pump_full E_net_pump_repr
0 25000.0 100000.0 50000.0 177780886.13037246 174940031.18437588 314126.1210610523 305409.4220259934 0.0 1059860.97276309 8417460.100527173 6922061.978742656 16.148865000000114 7.12757800000054 185106266.02524912 180667116.66797772 777954.0845917977 889567.0731176606 704943.1493384163 875454.7744738064
1 25000.0 150000.0 50000.0 177822024.84299222 174979205.17350322 355221.1166713247 346311.22708442 0.0 1057737.85201569 8417460.100527173 6924185.0994906565 15.99178000000029 7.470986000000266 185106266.02524912 180667116.66797772 777997.8016027741 889962.3779342731 704930.033955895 875559.6443250191
2 25000.0 200000.0 50000.0 177858724.4924635 175014145.9285552 391881.5186465511 382792.0670025023 0.0 1055844.27497463 8417460.100527173 6926078.6765319565 16.18536799999947 7.740936999999576 185106266.02524912 180667116.66797772 778037.0490983359 890315.8701209651 704918.5976437158 875653.940938643
3 50000.0 100000.0 50000.0 169356610.86516148 169441511.31772283 316329.4534056068 305409.44887228595 0.0 3293959.27214862 16834920.20105317 12669886.63087447 15.737363000000187 7.39346900000055 185106266.02524912 180667116.66797772 768935.5875651038 1138871.831753299 707561.1476861051 879497.3078929648
4 50000.0 150000.0 50000.0 169397415.796252 169480006.80383077 357092.16890775453 346311.26727050694 0.0 3291188.648035824 16834920.20105317 12672657.254982669 15.571546999999555 7.316100000000006 185106266.02524912 180667116.66797772 768977.8031531486 1139236.1235626775 707548.523682003 879599.9100246326
5 50000.0 200000.0 50000.0 169433903.80437124 169514343.06025973 393542.39596357185 382792.1386246581 0.0 3288717.54910563 16834920.20105317 12675128.353919469 15.670246000000589 7.3813090000003285 185106266.02524912 180667116.66797772 769015.5842158394 1139562.6075725607 707536.2195365211 879692.7212609109
6 75000.0 100000.0 50000.0 160938814.35104248 165985583.97904035 325004.2430335777 305409.5921782297 0.0 7162965.0629466325 25252380.30158097 16782803.791569926 15.419542000000547 7.2399270000005345 185106266.02524912 180667116.66797772 759924.384343026 1795861.5104647242 710178.084146194 883384.6351824134
7 75000.0 150000.0 50000.0 160978457.55402023 166022763.14232516 364608.68617818353 346311.4302326359 0.0 7156476.7917525275 25252380.30158097 16789292.062766027 15.377782999999908 7.25291500000003 185106266.02524912 180667116.66797772 759963.1441780996 1798627.1068918342 710166.0320416642 883487.9412469441
8 75000.0 200000.0 50000.0 161014217.734117 166055925.41202995 400331.9428919632 382792.30388146586 0.0 7152843.8296645405 25252380.30158097 16792925.024863128 15.41888899999958 7.26745099999971 185106266.02524912 180667116.66797772 760000.0675596847 1798941.4650413194 710154.089932929 883581.4515759059
9 25000.0 100000.0 75000.0 177808637.87110195 174964775.7162645 341768.2925001684 331222.2949011508 0.0 1058521.0057306201 8417460.100527173 6923401.945775757 15.771131999999852 7.359255999999732 185106266.02524912 180667116.66797772 778063.6538849875 889838.6991760699 693253.2431246528 875641.6387224542
