 A VSTC VWat E_backup_full E_backup_repr E_loss_stor_full E_loss_stor_repr E_curt_full E_curt_repr E_sol_full E_sol_repr t_repr t_comp E_demand_full E_demand_repr E_net_loss_full E_net_loss_repr E_net_pump_full E_net_pump_repr
0 25000.0 100000.0 50000.0 177780886.13037246 177057942.19252187 314126.1210610523 305904.5523940545 0.0 1334966.0797426754 8417460.100527173 7895341.960575751 21.47556099999929 11.196093999998993 185106266.02524912 183747012.91987598 777954.0845917977 900366.6808302703 704943.1493384163 891311.0822824066
1 25000.0 150000.0 50000.0 177822024.84299222 177097754.45370167 355221.1166713247 346872.72644263733 0.0 1333510.069816477 8417460.100527173 7896797.97050184 21.24883100000079 11.083991000001333 185106266.02524912 183747012.91987598 777997.8016027741 900666.7778786025 704930.033955895 891409.9037129869
2 25000.0 200000.0 50000.0 177858724.4924635 177133263.7610045 391881.5186465511 383412.767495891 0.0 1332211.462088553 8417460.100527173 7898096.57822997 21.251952999999048 11.081857999999556 185106266.02524912 183747012.91987598 778037.0490983359 900934.6518551735 704918.5976437158 891498.2234040066
3 50000.0 100000.0 50000.0 169356610.86516148 171536207.70612726 316329.4534056068 305904.769342162 0.0 4647340.210132492 16834920.20105317 13813275.870505601 21.89376699999957 11.322613000000274 185106266.02524912 183747012.91987598 768935.5875651038 1296565.887421229 707561.1476861051 890781.9400706353
4 50000.0 150000.0 50000.0 169397415.796252 171574561.30253246 357092.16890775453 346872.9370149945 0.0 4650276.536857766 16834920.20105317 13810339.543779843 22.10402400000021 11.620057000000088 185106266.02524912 183747012.91987598 768977.8031531486 1291014.9894141604 707548.523682003 890879.4048114263
5 50000.0 200000.0 50000.0 169433903.80437124 171608769.63119727 393542.39596357185 383412.9835424791 0.0 4645713.446165075 16834920.20105317 13814902.634473091 21.950717000001532 11.364777000000686 185106266.02524912 183747012.91987598 769015.5842158394 1293246.3622450656 707536.2195365211 890966.5144496779
6 75000.0 100000.0 50000.0 160938814.35104248 167567835.1876081 325004.2430335777 305904.8363179245 0.0 9537630.09495458 25252380.30158097 18153294.025997654 21.60061300000052 11.35041000000092 185106266.02524912 183747012.91987598 759924.384343026 1668211.4574200283 710178.084146194 890271.8548102933
7 75000.0 150000.0 50000.0 160978457.55402023 167605367.2483148 364608.68617818353 346873.0126303801 0.0 9532078.002018103 25252380.30158097 18158846.118937235 21.34031099999811 11.065478999998959 185106266.02524912 183747012.91987598 759963.1441780996 1670327.4347469201 710166.0320416642 890368.1246579664
8 75000.0 200000.0 50000.0 161014217.734117 167638842.84877083 400331.9428919632 383413.0597782513 0.0 9528628.33707844 25252380.30158097 18162295.783876244 21.885018999999375 11.082198000000062 185106266.02524912 183747012.91987598 760000.0675596847 1670712.6529850557 710154.089932929 890454.1793609029
9 25000.0 100000.0 75000.0 177808637.87110195 177083095.33150765 341768.2925001684 331759.26320448314 0.0 1334047.150408016 8417460.100527173 7896260.889911002 21.640032000001156 11.266763999999966 185106266.02524912 183747012.91987598 778063.6538849875 900584.038336881 693253.2431246528 891498.1146653629
