Neighbourhood;Boxbergheide;OudWinterslag;TermienEast;TermienWest;WaterscheiGarden;Winterslag;ZwartbergNEast;ZwartbergNWest;ZwartbergSouth
Number of buildings;1753;360;414;455;1491;1313;500;410;1079
