;0_AExt [S, W, N, E];0_AFloor;0_AInt;0_ARoof;0_ATransparent [S, W, N, E];0_AWin [S, W, N, E];0_CExt;0_CFloor;0_CInt;0_CRoof;0_RExt;0_RExtRem;0_RFloor;0_RFloorRem;0_RInt;0_RRoof;0_RRoofRem;0_RWin;0_VAir;0_alphaExt;0_alphaFloor;0_alphaInt;0_alphaRad;0_alphaRoof;0_alphaWin;0_gWin;0_mSenFac;0_nExt;0_nFloor;0_nInt;0_nOrientations;0_nPorts;0_nRoof;0_ratioWinConRad
HubertDecreeftstraat_20_1597221;[35.112643765268807, 9.7905654395212203, 24.341865939672481, 47.082970261597715];56.6707992554;212.12550786900002;68.82343252380001;[8.7781609413172017, 2.390860142120673, 4.0513571372885924, 11.770742565399429];[8.7781609413172017, 2.390860142120673, 4.0513571372885924, 11.770742565399429];21781754.6202;15075108.2257;19953252.9599;2430211.65364;0.000398019527301;0.00322635291139;0.0005577303236799999;0.00393774014982;0.000244902083387;7.00216524472e-05;0.00657915335726;0.000886525608969;367.085075627;2.7;1.7;2.24839253692;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_1_1595706;[27.074252971892257, 73.680985063020216, 27.444751937969482, 34.843206056964007];83.3366546631;466.381910629;93.6929318808;[3.4931420808862015, 18.420246265755054, 6.8611879844923704, 8.6022656178846848];[3.4931420808862015, 18.420246265755054, 6.8611879844923704, 8.6022656178846848];30528896.7594;22168543.6718;42934600.2413;3308374.00244;0.00028397893792500003;0.00230193799625;0.000379269162407;0.00267775185424;0.000104503149263;5.14353684495e-05;0.00483280764149;0.0006401910526390001;533.920345056;2.7;1.7;2.04959159503;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_2_1596284;[29.678098010655276, 62.333589479224514, 31.449916267973954, 70.701641043390509];107.61318588299999;290.81042345099996;118.55281470700001;[7.419524502663819, 15.583397369806129, 3.4868107193623237, 17.675410260847627];[7.419524502663819, 15.583397369806129, 3.4868107193623237, 17.675410260847627];36355946.1501;28626390.3987;27705214.9647;4186196.78368;0.000238463431592;0.00193298854454;0.000293709576133;0.00207367600652;0.000184754454285;4.06496504052e-05;0.00381939406724;0.00054179197091;517.421266527;2.7;1.7;2.36766260472;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_13_1597789;[25.435612665437255, 21.941762500896097, 23.600831262989249, 47.091892722631215];75.9589767456;203.79525021400002;85.80041075189999;[3.271675979359026, 5.4622398138927988, 5.9001672907543545, 11.613218490576566];[3.271675979359026, 5.4622398138927988, 5.9001672907543545, 11.613218490576566];22107944.1225;20205993.3898;19233421.5169;3029682.63061;0.000392146987061;0.0031787500024800003;0.000416106490188;0.00293783422462;0.000257228746807;5.61667529348e-05;0.00527736304732;0.000911648754584;427.374309162;2.7;1.7;2.2793564817;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_8_1597786;[28.007319807635938, 45.499389674654047, 26.937950727625356, 47.608523593657118];95.0257301331;233.90648580599998;105.12681315399999;[7.0018299519089844, 10.966123858651018, 2.2800129064326824, 11.875666534183553];[7.0018299519089844, 10.966123858651018, 2.2800129064326824, 11.875666534183553];27722103.5486;25277977.1029;22201933.355;3712113.6954;0.000312731090645;0.00253500342465;0.00033261542076700004;0.00234836271437;0.000227535238598;4.58411163416e-05;0.0043071781933;0.0007448821123239999;466.549662843;2.7;1.7;2.33295886514;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_25_1597518;[36.167152276103351, 10.591058763517168, 32.06735301516963, 44.018180880312777];67.6290435791;214.962420167;78.4386263514;[4.7478603015234313, 2.5716792129781334, 8.0168382537924074, 11.004545220078194];[4.7478603015234313, 2.5716792129781334, 8.0168382537924074, 11.004545220078194];23001781.724;17990131.8589;20270200.8213;2769732.00645;0.000376908353526;0.00305522538547;0.000467358719556;0.00329969004055;0.00024330955717;6.1438231348e-05;0.005772665053029999;0.000908408555092;402.52384805599996;2.7;1.7;2.27146614203;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_4_1596285;[25.793831674245805, 68.265729388438416, 27.962513413533429, 60.2726777573249];77.3288612366;271.56872379099997;87.0467133042;[6.4484579185614512, 17.066432347109604, 3.3799226179735289, 15.068169439331225];[6.4484579185614512, 17.066432347109604, 3.3799226179735289, 15.068169439331225];34133639.4663;20570398.9961;25881976.8933;3073690.59237;0.00025398884541200003;0.00205883780731;0.000408735143729;0.00288579035022;0.000198036826282;5.53625782005e-05;0.005201803720770001;0.0005702244804119999;412.12019379599997;2.7;1.7;2.37126563652;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_14_1595857;[25.228143380355242, 32.872208182614166, 24.764544141455918, 56.994414036684013];55.870761871300004;223.33476597900003;65.2041732013;[6.3062179887045851, 8.1887863483054204, 2.9981156135842815, 14.248603509171003];[6.3062179887045851, 8.1887863483054204, 2.9981156135842815, 14.248603509171003];26187847.9562;14862288.7435;21183295.9852;2302412.64884;0.000331052925473;0.00268352052263;0.000565716703214;0.00399412633864;0.000237861527795;7.39083134682e-05;0.00694433952484;0.0007538443784249999;353.537618696;2.7;1.7;2.32623169809;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_10_4754441;[25.240519823838348, 39.49828300702287, 22.858464181730028, 7.2951825270370527];71.8843231201;178.756920975;81.7636945786;[6.3101299559595869, 9.8745707517557175, 2.5454390756183161, 1.7345725623281671];[6.3101299559595869, 9.8745707517557175, 2.5454390756183161, 1.7345725623281671];17768063.101;19122086.9478;16782818.5844;2887142.88321;0.000487929586274;0.00395516534553;0.000439692854297;0.0031043608935;0.000289103366495;5.89397347715e-05;0.005537909208729999;0.0011692477953;397.277097373;2.7;1.7;2.23084629687;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_5_4754357;[24.920201309411503, 16.764811380931519, 25.203704810099385, 40.312450546744365];80.0471611023;191.98265455799998;90.4250616469;[2.5017609757444101, 4.1891750713261464, 6.3009262025248463, 10.077416452728132];[2.5017609757444101, 4.1891750713261464, 6.3009262025248463, 10.077416452728132];20072799.5494;21293499.1676;18077931.2183;3192982.83356;0.000431906055576;0.0035010376734600003;0.000394855017675;0.00278779257724;0.000271395257201;5.32941906218e-05;0.00500746041971;0.00103723744901;417.551647614;2.7;1.7;2.25838986232;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_6_1599054;[30.628055502118535, 58.603187956624751, 13.414809710217387, 39.088487696670725];94.6104354858;330.955411837;108.220322294;[7.6569307331878811, 14.650796989156188, 3.3529596740028422, 9.7721219241676813];[7.6569307331878811, 14.650796989156188, 3.3529596740028422, 9.7721219241676813];26538974.1534;25167503.7756;30729657.1958;3821348.03156;0.000326672901056;0.00264801597183;0.000334075443682;0.00235867090564;0.00015122166880200002;4.45307348031e-05;0.00418405626177;0.0006753153433369999;489.339127178;2.7;1.7;2.12825871944;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
HubertDecreeftstraat_15_1597788;[26.603039574587655, 31.899278489689117, 24.179569532235956, 57.006296095727961];60.8938102722;232.625904945;71.1050126403;[3.2730220589333578, 7.9656312461642687, 6.0448923830589889, 14.25157402393199];[3.2730220589333578, 7.9656312461642687, 6.0448923830589889, 14.25157402393199];26155805.5919;16198479.5025;22004014.2697;2510776.11235;0.000331458484323;0.00268680798942;0.000519051494242;0.00366465623603;0.000226715440833;6.77748346207e-05;0.00636804495679;0.000758783223597;379.03700450599996;2.7;1.7;2.30048421402;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
