Time TermienWest TermienEast Boxbergheide Winterslag OudWinterslag ZwartbergSouth ZwartbergNWest ZwartbergNEast WaterscheiGarden Total
"2014-02-05 21:00:00" 4834086.019921901 6575260.621875 18839323.5 22947356.65 2990490.8265625 8484463.825033665 4433659.48359375 6265253.525 27980458.25 103350352.70198672
"2014-02-05 22:00:00" 5076219.894921901 6858005.346875 19531772.25 23619528.25 3107168.8140625 8898470.200033665 4662277.98359375 6484222.725 28900099.55 107137765.01448672
"2014-02-05 23:00:00" 5389070.2886719005 7241986.046875 20549891.625 24314492.2 3330987.9125 9523217.150033664 4956558.759375 6771901.75 30126300.45 112204406.18245547
"2014-02-06 00:00:00" 5680814.293359401 7589367.971875 21763784.725 25187038.65 3517923.0125 10152599.050033664 5251663.659375 7015226.9375 30330964.9 116489383.19964297
"2014-02-06 01:00:00" 5910224.1609375 7903431.725 22754065.825 25835668.7 3653634.9125 10658398.250033665 5458481.521875 7212364.0125 31378675.75 120764944.85784607
"2014-02-06 02:00:00" 6151202.2609375 8054139.0875 23192023.175 26222877.6 3703351.2625 10900420.500033665 5448988.471875 7279649.6375 31108537.15 122061189.14534608
"2014-02-06 03:00:00" 6186320.63125 8176303.69375 23193616.38125 26240719.25 3704041.5796875 10519861.300033664 5448988.471875 7346864.675 30811390.3 121628106.28284606
"2014-02-06 04:00:00" 6187439.37626953 8003126.125 23193616.38125 26353248.15 3723451.6046875 10851984.75 5842227.821875 7299514.3375 30883991.4 122338599.94658193
"2014-02-06 05:00:00" 6418548.15126953 7968835.275 23205779.8375 26192970.8 3723451.6046875 10851984.75 5805463.05 7285517.225 30978806.65 122431357.34345694
"2014-02-06 06:00:00" 6313009.32626953 7930545.8 22855982.9125 26060562.35 3723451.6046875 10851984.75 5651750.5375 7189177.1375 30692754.65 121269219.06845693
"2014-02-06 07:00:00" 6055354.035644529 7679329.29375 21747747.7125 25402441.0 3825641.5921875 10370865.9 5344034.2625 7012401.025 29781601.35 117219416.17158194
"2014-02-06 08:00:00" 5646205.160644529 7286633.8 20837735.4125 24548791.75 3632952.8296875 9711719.45 4986564.5875 6765112.9875 28763435.4 112179151.37783194
"2014-02-06 09:00:00" 5301273.14189453 6928221.475 19267313.0 24372000.25 3179146.1796875 8986433.8 4657671.775 6518482.7375 27732535.8 106943078.15908194
