;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
2014-01-06 08:00:00;;;;;;;;;;;290.363280275;290.083324679;291.15;290.559182677;289.964830014;291.15;291.15;291.15;291.15;291.15
2014-01-06 08:15:00;;;;;;;;;;;290.320077272;290.040656698;291.15;290.518579195;289.923142583;291.15;291.15;291.15;291.15;291.15
2014-01-06 08:30:00;;;;;;;;;;;290.279683511;290.001243104;291.15;290.479719359;289.884815684;291.15;291.15;291.15;291.15;291.15
2014-01-06 08:45:00;;;;;;;;;;;290.240694215;289.964011217;291.15;290.441874719;289.848730857;290.717048777;291.15;290.551833296;291.15;291.15
2014-01-06 09:00:00;;;;;;;;;;;290.201516282;289.927309461;291.15;290.403703182;289.81320323;290.665545615;291.15;290.487340922;290.73054835;291.15
2014-01-06 09:15:00;;;;;;;;;;;290.161764146;289.890586015;291.15;290.364904424;289.777657291;290.629915952;291.15;290.446880267;290.679420114;291.15
2014-01-06 09:30:00;;;;;;;;;;;290.12205358;289.85428172;291.15;290.32611352;289.742517405;290.594221622;291.15;290.407996779;290.6439804;291.15
2014-01-06 09:45:00;;;;;;;;;;;290.082126507;289.817988653;291.15;290.287068117;289.707364499;290.556744637;291.15;290.36839568;290.608009116;291.15
2014-01-06 10:00:00;;;;;;;;;;;290.041755516;289.781362116;290.648367547;290.247530436;289.671846623;290.517203806;291.15;290.327527842;290.56990063;291.15
2014-01-06 10:15:00;;;;;;;;;;;290.000546351;289.74392075;290.587079071;290.207096399;289.635477976;290.475461776;291.15;290.285054222;290.529250532;291.15
2014-01-06 10:30:00;;;;;;;;;;;289.95877141;289.705874714;290.544464918;290.1660312;289.598466294;290.432105531;291.15;290.241408042;290.486618619;290.622349996
2014-01-06 10:45:00;;;;;;;;;;;289.917177764;289.667928188;290.502330579;290.125077562;289.561514761;290.388168324;291.15;290.197506792;290.443088215;290.557909229
2014-01-06 11:00:00;;;;;;;;;;;289.876556708;289.630844138;290.459909232;290.085024891;289.525386337;290.344674932;290.484602632;290.154288825;290.399752125;290.51486513
2014-01-06 11:15:00;;;;;;;;;;;289.837092645;289.594789356;290.417313888;290.046057606;289.490248494;290.301990145;290.409195206;290.112054721;290.357038967;290.473598742
2014-01-06 11:30:00;;;;;;;;;;;289.798842176;289.559810602;290.374838042;290.008233712;289.456149127;290.26030551;290.362150273;290.070948457;290.315193145;290.432544632
2014-01-06 11:45:00;;;;;;;;;;;289.764423378;289.528521656;290.335393324;289.974173649;289.425703433;290.222337836;290.320876578;290.033651648;290.276972694;290.394205855
2014-01-06 12:00:00;;;;;;;;;;;289.738084092;289.505169947;290.303493675;289.948128248;289.403160437;290.192405906;290.287536458;290.004457047;290.246727471;290.363025305
2014-01-06 12:15:00;;;;;;;;;;;289.724078434;289.494011856;290.283608251;289.934354992;289.392778198;290.174813911;290.266070665;289.987649597;290.228784573;290.343514683
2014-01-06 12:30:00;;;;;;;;;;;289.720455657;289.49310069;290.273950013;289.930906699;289.392611735;290.167645737;290.254579065;289.98129894;290.221244483;290.333960244
2014-01-06 12:45:00;;;;;;;;;;;289.720038801;289.49526469;290.267461901;289.930610035;289.395490987;290.163747736;290.246033133;289.978240881;290.2169654;290.32737722
2014-01-06 13:00:00;;;;;;;;;;;289.717080862;289.494762746;290.258482065;289.927721605;289.395676502;290.157387999;290.234840319;289.972735687;290.210223728;290.318164624
2014-01-06 13:15:00;;;;;;;;;;;289.710209562;289.490228832;290.245696869;289.920872652;289.391803855;290.147203412;290.219758012;289.963414437;290.199662073;290.305056462
