;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
2014-01-01 00:00:00;285.15;285.15;285.15;292.880959616;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;293.65;285.15;285.15;285.15;293.372424418;285.15;288.15;285.15;285.15
2014-01-01 00:15:00;285.659661909;285.15;285.31085632;292.65;286.13208976;286.597162203;285.736771484;285.15;285.653685602;293.65;285.462906293;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.577661657;285.155637387;285.15;285.15;293.65;286.403859627;285.15;285.15;285.152295828;286.003128543;285.15;285.953387195;285.224728951;285.484289834;286.204015795;285.227872016;285.234658304;285.192835037;286.151175513;285.15;293.65;285.77414754;285.15;293.65;285.15;285.15;285.15;293.15;286.18986528;288.15;285.15;285.461326652
2014-01-01 00:30:00;285.15;285.15;285.15;292.65;285.918789814;286.30914033;285.15;285.15;285.15;293.65;285.15;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;293.65;286.140202542;285.15;285.15;285.15;285.828484755;285.15;285.606528552;285.15;285.540757242;285.989369096;285.15;285.15;285.15;285.948559045;285.15;293.65;285.15;285.15;293.65;285.15;285.15;287.458058884;293.15;285.980374588;288.15;285.15;285.15
2014-01-01 00:45:00;285.15;285.15;285.15;292.65;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;294.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.156221881;285.15;285.15;293.65;285.15;285.15;293.65;285.15;285.15;285.15;293.15;285.15;288.15;285.15;285.15
2014-01-01 01:00:00;285.15;285.15;285.15;292.65;285.15;289.105166846;285.15;285.15;285.15;293.65;285.15;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;294.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;293.65;285.15;285.15;285.15;293.15;285.15;288.15;285.15;285.15
2014-01-01 01:15:00;285.15;285.15;285.15;292.65;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;294.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.150220517;285.15;285.15;285.152182627;285.15;293.65;285.15;285.15;293.65;285.15;285.15;285.15;293.15;285.15;288.15;285.15;285.15
2014-01-01 01:30:00;285.15;285.15;285.15;292.65;285.15;285.15;285.15;285.15;285.15;293.65;285.286039852;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;287.557956056;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;293.65;285.15;285.15;285.15;293.15;285.15;288.15;285.15;285.15
2014-01-01 01:45:00;285.15;285.15;285.15;292.65;285.15;285.15;286.726028245;285.15;285.15;293.65;285.15;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;293.65;285.15;285.15;285.15;293.15;285.15;288.15;285.15;285.15
2014-01-01 02:00:00;285.15;285.15;285.15;292.65;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.162329642;285.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;289.122710287;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;293.65;285.15;285.15;285.15;293.15;285.15;288.15;285.15;285.15
2014-01-01 02:15:00;285.15;285.15;285.15;292.65;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;293.65;285.15;285.15;285.15;293.15;285.15;288.15;285.15;285.15
