;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
2014-01-01 00:00:00;285.15;285.15;285.15;292.65;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;288.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;285.15;293.65;285.15;285.15;293.65;285.15;285.15;285.15;293.15;285.15;288.15;285.15;285.15
2014-01-01 00:15:00;285.287972028;285.214158989;285.15;292.65;285.15;285.225911268;285.15;285.15;285.190190884;293.65;285.15;285.15;288.15;285.15;285.216994806;293.65;285.205651539;285.15;285.15;285.15;285.15;285.15;293.65;285.201234209;285.15;285.15;285.160523878;285.151280206;285.195371703;285.191499722;285.15;285.15;285.197444031;285.15;285.15;285.15;285.15;285.15;293.65;285.253751354;285.15845155;293.65;285.20218857;285.15;285.15;293.15;285.180892677;288.15;285.15;285.285027141
2014-01-01 00:30:00;285.435199891;285.320963862;285.181881101;292.65;285.181881101;285.277091063;285.15;285.184089766;285.218523979;293.65;285.168258777;285.15;288.15;285.15;285.265162303;293.65;285.288524102;285.15;285.189488725;285.164468599;285.166910295;285.15;293.65;285.233921068;285.15;285.15;285.230976628;285.166750151;285.395695728;285.277903701;285.166677264;285.15;285.288739532;285.163369971;285.15;285.16757709;285.15;285.15;293.65;285.258027922;285.177358181;293.65;285.309100687;285.15;285.15;293.15;285.207602329;288.15;285.15;285.292639166
2014-01-01 00:45:00;285.56189224;285.44469328;285.284397772;292.65;285.27256369;285.295591131;285.167989192;285.271929008;285.231640276;293.65;285.229416472;285.15;288.15;285.15;285.2788797;293.65;285.396691042;285.15;285.275824998;285.231581841;285.194808288;285.15056528;294.15;285.28526941;285.15;285.15;285.326268066;285.193367509;285.431196992;285.361312172;285.234737337;285.15217406;285.385400606;285.21816967;285.15;285.23602291;285.15217406;285.171261289;293.65;285.206656183;285.180965749;293.65;285.384686753;285.15;285.156782263;293.15;285.228359009;288.15;285.155383411;285.38299709
2014-01-01 01:00:00;285.705879284;285.5467607;285.40894228;292.65;285.378946668;285.325141045;285.194345787;285.377125013;285.245622778;293.65;285.311842562;285.17242766;288.15;285.168610214;285.255356471;293.65;285.464884068;285.164820036;285.38045477;285.312716023;285.214353598;285.167271031;294.15;285.315641662;285.167028701;285.161824781;285.421051427;285.216832514;285.503049926;285.465020315;285.310310512;285.167960698;285.482607947;285.282745301;285.162506468;285.314664814;285.177749719;285.19812077;293.65;285.164068872;285.201316532;293.65;285.450456645;285.164820036;285.176125901;293.15;285.230292074;288.15;285.178829758;285.496733381
2014-01-01 01:15:00;285.805038479;285.62910478;285.545747137;292.65;285.483962969;285.359919917;285.212430516;285.483203324;285.258372415;293.65;285.395993808;285.198738721;288.15;285.195493442;285.228012849;293.65;285.540308201;285.187869789;285.49236917;285.392557121;285.240413239;285.193318742;294.15;285.350718817;285.194815464;285.177039419;285.514612817;285.244578214;285.583657979;285.566817094;285.397600836;285.193173102;285.572841269;285.356017152;285.178940431;285.396608126;285.201786881;285.215241363;293.65;285.15;285.227495435;293.65;285.531222281;285.191659967;285.206024953;293.15;285.222061041;288.15;285.195314109;285.599801441
2014-01-01 01:30:00;285.874727808;285.716692829;285.680118244;292.65;285.592501288;285.356557376;285.22505273;285.590588085;285.278672046;293.65;285.474344135;285.221672131;288.15;285.218644197;285.222326441;293.65;285.665191572;285.213112544;285.596271806;285.476653669;285.25295966;285.217700356;293.65;285.398444026;285.218330685;285.196597303;285.61416371;285.26865423;285.647825847;285.644149326;285.481062307;285.230846939;285.651583331;285.426718543;285.196522278;285.481629103;285.240352767;285.245417382;293.65;285.15;285.255538102;293.65;285.591908603;285.218527531;285.253768044;293.15;285.242340873;288.15;285.218548954;285.699435053
2014-01-01 01:45:00;285.959474659;285.813272422;285.797001925;292.65;285.695563442;285.388109242;285.244301584;285.693145038;285.301141301;293.65;285.555297;285.249723069;288.15;285.246716673;285.233137151;293.65;285.770100034;285.238183957;285.697460618;285.556230314;285.247239151;285.244660799;293.65;285.438364193;285.244341995;285.218344076;285.709092854;285.291030733;285.697219386;285.733619568;285.55664775;285.277256085;285.733190993;285.490352941;285.219030492;285.561654637;285.327454569;285.277353692;293.65;285.15;285.288367691;293.65;285.601125281;285.240560114;285.277459395;293.15;285.261843407;288.15;285.23680429;285.787448051
2014-01-01 02:00:00;286.036647584;285.892593774;285.903828082;292.65;285.789617505;285.409482698;285.265941646;285.790745833;285.315049308;293.65;285.631215661;285.275121457;288.15;285.272085105;285.250394021;293.65;285.848477147;285.26219339;285.798360892;285.627804824;285.252012899;285.267359438;293.65;285.481118488;285.271032417;285.234871618;285.788624067;285.30875392;285.754339157;285.824560058;285.631941721;285.343811259;285.819332273;285.556593859;285.238990153;285.630376667;285.373977892;285.294223011;293.65;285.15;285.318046885;293.65;285.622967151;285.267132774;285.294796422;293.15;285.279910234;288.15;285.254553072;285.849764316
2014-01-01 02:15:00;286.086393185;285.960206029;286.004052314;292.65;285.884533532;285.396193154;285.287450663;285.887721983;285.342762749;293.65;285.712746337;285.294536839;288.15;285.289269147;285.260249152;293.65;285.933741027;285.28468111;285.88482677;285.701229832;285.25993205;285.291551972;293.65;285.531033377;285.291053822;285.254481448;285.872934555;285.330478116;285.80139347;285.89916984;285.705378061;285.391995067;285.911097144;285.618048761;285.253180991;285.705754528;285.421181146;285.321562017;293.65;285.15;285.349199282;293.65;285.664393664;285.290747647;285.312555523;293.15;285.307628854;288.15;285.27180535;285.893601399
2014-01-01 02:30:00;286.179657019;286.020706907;286.058148834;292.65;285.973321352;285.400592819;285.3094197;285.995327543;285.356389619;293.65;285.830312734;285.318074453;288.15;285.313995739;285.279878471;293.65;286.013455211;285.305555389;285.977711013;285.769473116;285.279577576;285.313219585;293.65;285.575354523;285.315565725;285.271438492;285.943509372;285.348502677;285.861672785;285.97571441;285.769888307;285.42373812;285.997942985;285.671795048;285.269481371;285.774857895;285.458888516;285.343467877;293.65;285.15;285.373668159;293.65;285.709316791;285.308379078;285.334799304;292.771119793;285.327033724;288.15;285.292485729;285.922505035
2014-01-01 02:45:00;286.245029104;286.088772396;286.119334321;292.65;286.05353329;285.423470192;285.328579096;286.242215476;285.326963931;293.65;285.92201081;285.338911621;288.15;285.335276071;285.296216145;293.65;286.05317271;285.32513963;286.063453271;285.830037273;285.29223407;285.331046881;293.65;285.617421616;285.337501318;285.284603515;285.980676542;285.323870971;285.916901467;286.047969065;285.83648259;285.460792758;286.081181864;285.728426546;285.286731551;285.832732483;285.505698317;285.360209551;293.65;285.15;285.39859999;293.65;285.760887571;285.330440843;285.353775722;292.599369894;285.342322343;288.15;285.308255223;285.962197201
2014-01-01 03:00:00;286.3143706;286.163428034;286.19679409;292.65;286.135934314;285.447294667;285.347711122;286.284941894;285.332416433;293.65;285.972896416;285.354579512;288.15;285.351114871;285.30198171;293.65;286.069170607;285.343943047;286.136871472;285.893636544;285.301808314;285.351370553;293.65;285.653874111;285.352080729;285.297349089;286.030717774;285.327191216;285.986516117;286.119390159;285.898870589;285.490764446;286.161839639;285.781389707;285.298306266;285.898347698;285.553664859;285.386421647;293.65;285.15;285.419347923;293.65;285.811338736;285.350333462;285.369249382;292.496852563;285.367016706;288.15;285.320144448;286.011935704
2014-01-01 03:15:00;286.372330348;286.232752847;286.246967539;292.65;286.213707939;285.467893863;285.366459012;286.341590449;285.347106658;293.65;286.022886959;285.37536404;288.15;285.371907515;285.321248087;293.65;286.090954446;285.362097794;286.218524143;285.949615087;285.321246262;285.368058139;293.65;285.689435158;285.375150435;285.313687664;286.081537498;285.337117068;286.046753084;286.18423333;285.952202649;285.525646453;286.231370153;285.827922517;285.3148534;285.955482012;285.595226222;285.394533423;293.65;285.15;285.443196174;293.65;285.853468803;285.365226759;285.393036109;292.41102482;285.395716185;288.15;285.337060689;286.06772532
2014-01-01 03:30:00;286.432029998;286.305155326;286.314336746;292.65;286.283795567;285.489380668;285.384380342;286.386427762;285.349314535;293.65;286.060911377;285.390036035;288.15;285.388157997;285.33655594;293.65;286.142499946;285.379355634;286.294051701;286.00840348;285.332928789;285.38695021;293.65;285.730952732;285.395111443;285.327914847;286.116648168;285.349771586;286.096770566;286.240317387;286.012125425;285.558743055;286.3124607;285.877987589;285.326999144;286.021848529;285.624360946;285.421516945;293.65;285.15;285.468505523;293.65;285.906338141;285.384951433;285.411213357;292.334786946;285.435409464;288.15;285.348666145;286.127824446
2014-01-01 03:45:00;286.49630797;286.37297013;286.380507196;292.65;286.356356787;285.513541295;285.401336863;286.411027969;285.368496738;293.65;286.088711447;285.409181215;288.15;285.402548681;285.345955773;293.65;286.195029363;285.395654063;286.357590915;286.063124102;285.340863541;285.404006201;293.65;285.757744187;285.409384484;285.337682869;286.163538007;285.3636507;286.158956658;286.297743055;286.067351635;285.591174087;286.378987784;285.924247181;285.354251506;286.076515812;285.656646219;285.443171362;293.65;285.15;285.485356997;293.65;285.948749536;285.402331679;285.424620808;292.272326524;285.464226965;288.15;285.359974156;286.17657211
