 A VSTC VWat E_backup_full E_backup_repr E_loss_stor_full E_loss_stor_repr E_curt_full E_curt_repr E_sol_full E_sol_repr t_repr t_comp E_demand_full E_demand_repr E_net_loss_full E_net_loss_repr E_net_pump_full E_net_pump_repr
0 25000.0 50000.0 50000.0 177731804.95970136 169414491.09736225 265096.03940692 267145.7297948767 0.0 0.0 8417460.100527173 9181551.253410755 2.2800270000000182 1.1057930000000056 185106266.02524912 177583639.05628496 777902.995576918 745257.5647072633 704958.6343657862 581556.6239487663
1 25000.0 100000.0 50000.0 177780886.13037246 169463772.4148968 314126.1210610523 316374.2060159735 0.0 0.0 8417460.100527173 9181551.253410755 1.3081609999999841 0.19867699999997512 185106266.02524912 177583639.05628496 777954.0845917977 745310.4060072574 704943.1493384163 581541.2633376982
2 25000.0 150000.0 50000.0 177822024.84299222 169505053.1150795 355221.1166713247 357610.6430255322 0.0 0.0 8417460.100527173 9181551.253410755 1.366946999999925 0.18561899999997422 185106266.02524912 177583639.05628496 777997.8016027741 745354.6691687142 704930.033955895 581528.3969960134
3 50000.0 50000.0 50000.0 169308203.35107732 160224230.92708263 267966.44185202743 268239.6126320856 0.0 0.0 16834920.20105317 18363102.506817758 1.297476999999958 0.16814499999998134 185106266.02524912 177583639.05628496 768891.0850326269 735454.7649990561 707575.4853598359 584410.4283807445
4 50000.0 100000.0 50000.0 169356610.86516148 160273461.83355898 316329.4534056068 317422.44231691887 0.0 0.0 16834920.20105317 18363102.506817758 1.3316770000000133 0.18533500000000913 185106266.02524912 177583639.05628496 768935.5875651038 735502.8418057966 707561.1476861051 584396.2370788583
5 50000.0 150000.0 50000.0 169397415.796252 160314709.39681312 357092.16890775453 358625.9853815331 0.0 0.0 16834920.20105317 18363102.506817758 1.4810680000000502 0.16843500000004497 185106266.02524912 177583639.05628496 768977.8031531486 735546.8619561102 707548.523682003 584383.2742087863
6 75000.0 50000.0 50000.0 160892296.40898153 151043193.7278119 278107.80930081673 278577.0144560484 0.0 0.0 25252380.30158097 27544653.760240536 1.2900989999999979 0.17227700000000823 185106266.02524912 177583639.05628496 760302.8760159188 725631.4172974103 710534.4447256076 587280.9602010158
7 75000.0 100000.0 50000.0 160938814.35104248 151090949.08042103 325004.2430335777 326282.3091644186 0.0 0.0 25252380.30158097 27544653.760240536 1.3183829999999261 0.178737999999953 185106266.02524912 177583639.05628496 759924.384343026 725681.4751931487 710178.084146194 587266.3803258708
8 75000.0 150000.0 50000.0 160978457.55402023 151131480.31347242 364608.68617818353 366775.573531668 0.0 0.0 25252380.30158097 27544653.760240536 1.2421730000000366 0.16585200000002942 185106266.02524912 177583639.05628496 759963.1441780996 725719.4438683656 710166.0320416642 587255.2034528353
9 100000.0 50000.0 50000.0 153170632.8941145 141872391.09090653 282938.56784939923 287338.75146374665 689572.9313443501 0.0 32980267.470760606 36726205.0136422 1.294033000000013 0.1768989999999917 185106266.02524912 177583639.05628496 761695.7717828135 727618.2968361453 720911.0602076837 599894.5351945453
10 100000.0 100000.0 50000.0 152524790.03214723 141911692.41485292 333055.9609739881 336959.01556365145 0.0 0.0 33669840.402105 36726205.0136422 1.4138680000000363 0.17785600000001978 185106266.02524912 177583639.05628496 755308.4480352745 717299.3566727649 716413.3789297346 591314.9701473849
11 100000.0 150000.0 50000.0 152565704.99916226 141951151.45720628 378310.7673201314 377823.71630635584 0.0 0.0 33669840.402105 36726205.0136422 1.2650820000000067 0.1681220000000394 185106266.02524912 177583639.05628496 750968.608704711 715893.6982354628 712785.1112046575 590110.193188679
12 25000.0 50000.0 75000.0 177759505.46185178 169439535.90568238 292684.72862079897 292091.7750108692 0.0 0.0 8417460.100527173 9181551.253410755 1.3288689999999974 0.16854900000004136 185106266.02524912 177583639.05628496 778014.8085146934 745356.3277909856 693269.7648383438 581639.3746041685
13 25000.0 100000.0 75000.0 177808637.87110195 169488825.6172381 341768.2925001684 341328.80150324316 0.0 0.0 8417460.100527173 9181551.253410755 1.2794230000000084 0.17306800000000067 185106266.02524912 177583639.05628496 778063.6538849875 745409.0128586628 693253.2431246528 581623.803294905
14 25000.0 150000.0 75000.0 177849782.3633679 169530106.33493415 382869.01329603826 382565.2564181952 0.0 0.0 8417460.100527173 9181551.253410755 1.4451099999999428 0.1701389999999492 185106266.02524912 177583639.05628496 778107.4253568945 745453.275639492 693240.6104631494 581610.93644485
15 50000.0 50000.0 75000.0 169335559.67780578 160249126.48633087 295199.9873383696 293035.27001705166 0.0 0.0 16834920.20105317 18363102.506817758 1.3595300000000066 0.16803199999998242 185106266.02524912 177583639.05628496 769013.8662764345 735554.6668476585 695896.1488629236 584492.5986297496
16 50000.0 100000.0 75000.0 169384426.86238256 160298382.82148305 344033.88458223856 342244.4547475598 0.0 0.0 16834920.20105317 18363102.506817758 1.4508599999999774 0.1664519999999925 185106266.02524912 177583639.05628496 769047.1536113103 735601.8172618765 695871.0878623186 584478.1149823011
17 50000.0 150000.0 75000.0 169425246.4162354 160339635.57335642 384812.12813040963 383453.09064533014 0.0 0.0 16834920.20105317 18363102.506817758 1.3211150000000202 0.15334699999999657 185106266.02524912 177583639.05628496 769088.4639159973 735645.93325344 695859.0642173407 584465.1987081687
18 75000.0 50000.0 75000.0 160918888.42821988 151066631.0853229 304966.7868859637 301899.458890706 0.0 0.0 25252380.30158097 27544653.760240536 1.2558659999999122 0.1386869999999476 185106266.02524912 177583639.05628496 760035.9176706894 725746.3303719626 698542.518220949 587375.7594931733
19 75000.0 100000.0 75000.0 160966663.46885583 151115246.96136126 352740.30519024783 350478.4964325362 0.0 0.0 25252380.30158097 27544653.760240536 1.3533840000000055 0.14078499999999394 185106266.02524912 177583639.05628496 760037.4400034075 725783.1688700033 698488.0740709079 587349.5902806986
20 75000.0 150000.0 75000.0 161006331.73245904 151155895.21137092 392370.6774649016 391088.2045133144 0.0 0.0 25252380.30158097 27544653.760240536 1.2919960000000401 0.1381640000000175 185106266.02524912 177583639.05628496 760075.3313330237 725821.7107843673 698476.865616476 587336.1856602354
21 100000.0 50000.0 75000.0 152506430.65471637 141889638.24858373 311672.95673720265 310108.5531421835 0.0 0.0 33669840.402105 36726205.0136422 1.279278999999974 0.1494639999999663 185106266.02524912 177583639.05628496 758332.0748425692 722095.6528339126 707194.437693019 595346.1316968532
22 100000.0 100000.0 75000.0 152554110.0865121 141936446.97714922 365211.0783878729 363055.7721040357 0.0 0.0 33669840.402105 36726205.0136422 1.3388120000000185 0.15346800000003213 185106266.02524912 177583639.05628496 752473.3849873709 715957.1624297438 702287.9774352086 590206.1058527753
