 A VSTC VWat E_backup_full E_backup_repr E_loss_stor_full E_loss_stor_repr E_curt_full E_curt_repr E_sol_full E_sol_repr t_repr t_comp E_demand_full E_demand_repr E_net_loss_full E_net_loss_repr E_net_pump_full E_net_pump_repr
0 25000.0 50000.0 50000.0 177731804.95970136 169158059.87469018 265096.03940692 283398.84625347774 0.0 0.0 8417460.100527173 8672933.73294192 6.1396290000000135 3.0434000000000196 185106266.02524912 176804386.8688217 777902.995576918 743207.8925599112 704958.6343657862 661361.7120209145
1 25000.0 100000.0 50000.0 177780886.13037246 169206352.93386498 314126.1210610523 331642.5599869237 0.0 0.0 8417460.100527173 8672933.73294192 3.5801490000001195 0.43656300000009196 185106266.02524912 176804386.8688217 777954.0845917977 743257.2380030649 704943.1493384163 661218.1504751882
2 25000.0 150000.0 50000.0 177822024.84299222 169247034.75909114 355221.1166713247 372279.3722435091 0.0 0.0 8417460.100527173 8672933.73294192 3.4270050000000083 0.4132849999999735 185106266.02524912 176804386.8688217 777997.8016027741 743302.2509630708 704930.033955895 661117.38405871
3 50000.0 50000.0 50000.0 169308203.35107732 160479742.41756925 267966.44185202743 287293.267914895 0.0 0.0 16834920.20105317 17345867.46588759 3.715995000000021 0.45566199999996115 185106266.02524912 176804386.8688217 768891.0850326269 733929.7467259011 707575.4853598359 663655.5358684014
4 50000.0 100000.0 50000.0 169356610.86516148 160526932.00234216 316329.4534056068 334443.8666852227 0.0 0.0 16834920.20105317 17345867.46588759 3.362209000000007 0.4420000000000073 185106266.02524912 176804386.8688217 768935.5875651038 733968.7327323158 707561.1476861051 663650.7113626808
5 50000.0 150000.0 50000.0 169397415.796252 160567040.62327424 357092.16890775453 374511.0640254247 0.0 0.0 16834920.20105317 17345867.46588759 3.65625399999999 0.45691899999997077 185106266.02524912 176804386.8688217 768977.8031531486 734010.1563213186 707548.523682003 663638.3976204749
6 75000.0 50000.0 50000.0 160892296.40898153 151810036.8272108 278107.80930081673 293548.25573886157 0.0 0.0 25252380.30158097 26018801.198826063 3.547234000000003 0.42705100000000584 185106266.02524912 176804386.8688217 760302.8760159188 730902.9014855417 710534.4447256076 673792.3940924368
7 75000.0 100000.0 50000.0 160938814.35104248 151856958.95630997 325004.2430335777 346675.5612795826 0.0 0.0 25252380.30158097 26018801.198826063 3.3210240000000795 0.4173200000000179 185106266.02524912 176804386.8688217 759924.384343026 724697.7250426294 710178.084146194 665534.3579603899
8 75000.0 150000.0 50000.0 160978457.55402023 151897623.8726695 364608.68617818353 387301.66755353165 0.0 0.0 25252380.30158097 26018801.198826063 3.7075039999999717 0.45395699999994577 185106266.02524912 176804386.8688217 759963.1441780996 724736.5351589842 710166.0320416642 664597.1785950067
9 100000.0 50000.0 50000.0 153170632.8941145 146352978.53563234 282938.56784939923 300077.7718148215 689572.9313443501 3190012.564973153 32980267.470760606 31501722.366789427 3.3107290000000376 0.41866300000003775 185106266.02524912 176804386.8688217 761695.7717828135 750236.2617944413 720911.0602076837 701032.2758156996
10 100000.0 100000.0 50000.0 152524790.03214723 143535527.21900424 333055.9609739881 354662.27645005233 0.0 315275.59853211 33669840.402105 34376459.33323147 3.59842900000001 0.42440399999998135 185106266.02524912 176804386.8688217 755308.4480352745 752937.4069675884 716413.3789297346 696713.1492628977
11 100000.0 150000.0 50000.0 152565704.99916226 143235700.6452859 378310.7673201314 400533.71076269785 0.0 0.0 33669840.402105 34691734.931763485 3.603102999999919 0.4254799999999932 185106266.02524912 176804386.8688217 750968.608704711 722514.9974786723 712785.1112046575 676337.8801901932
12 25000.0 50000.0 75000.0 177759505.46185178 169192596.74836928 292684.72862079897 317781.5111555807 0.0 0.0 8417460.100527173 8672933.73294192 3.3383720000000494 0.43036000000006425 185106266.02524912 176804386.8688217 778014.8085146934 743362.1013462128 693269.7648383438 638347.1685999485
13 25000.0 100000.0 75000.0 177808637.87110195 169240794.0661496 341768.2925001684 365938.75114062283 0.0 0.0 8417460.100527173 8672933.73294192 3.5191670000000386 0.41311900000005153 185106266.02524912 176804386.8688217 778063.6538849875 743402.1791262145 693253.2431246528 638344.1014408823
14 25000.0 150000.0 75000.0 177849782.3633679 169281284.36297202 382869.01329603826 406388.14780605555 0.0 0.0 8417460.100527173 8672933.73294192 3.3274229999999534 0.42978499999992437 185106266.02524912 176804386.8688217 778107.4253568945 743443.0792872496 693240.6104631494 638340.3283204028
