 A VSTC VWat E_backup_full E_backup_repr E_loss_stor_full E_loss_stor_repr E_curt_full E_curt_repr E_sol_full E_sol_repr t_repr t_comp E_demand_full E_demand_repr E_net_loss_full E_net_loss_repr E_net_pump_full E_net_pump_repr
0 25000.0 50000.0 50000.0 177731804.95970136 178485515.36664167 265096.03940692 283317.7460531801 0.0 0.0 8417460.100527173 11549167.751510771 5.278816000000006 2.571931999999947 185106266.02524912 188961121.97154692 777902.995576918 790243.4005525062 704958.6343657862 735369.2673996945
1 25000.0 100000.0 50000.0 177780886.13037246 178533480.57023433 314126.1210610523 331237.0786396987 0.0 0.0 8417460.100527173 11549167.751510771 2.900951999999961 0.3545800000000554 185106266.02524912 188961121.97154692 777954.0845917977 790289.2715560483 704943.1493384163 735352.1434557231
2 25000.0 150000.0 50000.0 177822024.84299222 178574052.52183154 355221.1166713247 371771.46627337486 0.0 0.0 8417460.100527173 11549167.751510771 3.2517050000000154 0.37636700000007295 185106266.02524912 188961121.97154692 777997.8016027741 790326.8355259623 704930.033955895 735336.3508397348
3 50000.0 50000.0 50000.0 169308203.35107732 166934518.13155216 267966.44185202743 293861.7202460894 0.0 0.0 16834920.20105317 23098335.50301619 3.037633999999912 0.40459099999998216 185106266.02524912 188961121.97154692 768891.0850326269 777869.9427767588 707575.4853598359 738759.7699322081
4 50000.0 100000.0 50000.0 169356610.86516148 166981139.59291792 316329.4534056068 340452.8335215028 0.0 0.0 16834920.20105317 23098335.50301619 3.1932389999999486 0.36634700000001885 185106266.02524912 188961121.97154692 768935.5875651038 777900.2908862407 707561.1476861051 738185.2446726803
5 50000.0 150000.0 50000.0 169397415.796252 167020093.7952967 357092.16890775453 379371.6915598945 0.0 0.0 16834920.20105317 23098335.50301619 2.9009280000000217 0.36278600000002825 185106266.02524912 188961121.97154692 768977.8031531486 777935.6352141303 707548.523682003 738279.6579744304
6 75000.0 50000.0 50000.0 160892296.40898153 155683235.55827406 278107.80930081673 304206.9589594842 0.0 69617.01754809999 25252380.30158097 34577886.23697744 3.1032180000000835 0.35959300000001804 185106266.02524912 188961121.97154692 760302.8760159188 995792.8647454566 710534.4447256076 775637.7378091703
7 75000.0 100000.0 50000.0 160938814.35104248 155439475.96834713 325004.2430335777 354801.01661463105 0.0 0.0 25252380.30158097 34647503.25452551 2.9329709999999523 0.3675299999999879 185106266.02524912 188961121.97154692 759924.384343026 771056.2347399174 710178.084146194 745291.0074924554
8 75000.0 150000.0 50000.0 160978457.55402023 155480613.75420335 364608.68617818353 401358.53468795377 0.0 0.0 25252380.30158097 34647503.25452551 3.1335430000000315 0.3598220000000083 185106266.02524912 188961121.97154692 759963.1441780996 765636.5025052617 710166.0320416642 740013.9609138144
9 100000.0 50000.0 50000.0 153170632.8941145 149799674.84385633 282938.56784939923 309469.942407747 689572.9313443501 5940159.0958722 32980267.470760606 40256511.91016536 2.900843000000009 0.3701380000001109 185106266.02524912 188961121.97154692 761695.7717828135 785594.8400701267 720911.0602076837 771752.784133567
