;0_AExt [S, W, N, E];0_AFloor;0_AInt;0_ARoof;0_ATransparent [S, W, N, E];0_AWin [S, W, N, E];0_CExt;0_CFloor;0_CInt;0_CRoof;0_RExt;0_RExtRem;0_RFloor;0_RFloorRem;0_RInt;0_RRoof;0_RRoofRem;0_RWin;0_VAir;0_alphaExt;0_alphaFloor;0_alphaInt;0_alphaRad;0_alphaRoof;0_alphaWin;0_gWin;0_mSenFac;0_nExt;0_nFloor;0_nInt;0_nOrientations;0_nPorts;0_nRoof;0_ratioWinConRad
Vogelsberg_44_4753370;[132.93217013227655, 41.88024940470283, 119.21588375207517, 44.192959773422942];139.520130157;507.027384889;153.57707310700002;[33.233042533069138, 9.8691056121554421, 29.56832863395384, 6.9846937551167017];[33.233042533069138, 9.8691056121554421, 29.56832863395384, 6.9846937551167017];53295049.2199;48602018.0797;48300931.3824;6807810.72774;9.90034546212e-05;0.004222574894460001;0.000327590590841;0.00971818058215;0.00010595069224;4.17763374959e-05;0.00898424849905;0.00175415346942;904.3424920719999;2.7;1.7;2.36706705228;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_72_1586964;[70.831087780780337, 43.559129639187887, 99.034816992597598, 46.014561989211096];160.883422852;506.62790511800006;187.10630136400002;[12.419585864659423, 10.889782409796972, 24.7587042481494, 6.8945792441530589];[12.419585864659423, 10.889782409796972, 24.7587042481494, 6.8945792441530589];40881066.8336;56043948.7644;47469480.34800001;8294104.45113;0.000129066934785;0.005504805873840001;0.000284090685432;0.00842772857317;0.000101429809825;3.429006714900001e-05;0.00737428177724;0.0025422243879899995;838.1999613;2.7;1.7;2.21209101153;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_35_1586890;[100.56327418965711, 74.578731056943326, 100.34856124729747, 73.431471856115081];164.10603714;759.273433003;207.670394171;[24.856827795764197, 9.9455225096376214, 24.97736923709002, 18.146801961557447];[24.856827795764197, 9.9455225096376214, 24.97736923709002, 18.146801961557447];54981218.6241;57166550.6264;70739088.2981;9205675.74745;9.59672069665e-05;0.004093076553530001;0.00027851188578500004;0.00826222997853;6.65823139454e-05;3.08945705207e-05;0.00664406014186;0.00179306596847;1071.78540541;2.7;1.7;2.15954727662;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_37_1589297;[81.532097762368394, 48.33249704926137, 82.179642914153661, 47.149262536761256];108.140163422;408.6171758;108.5087337;[20.383024440592099, 7.5452174555137201, 20.544910728538415, 11.787315634190314];[20.383024440592099, 7.5452174555137201, 20.544910728538415, 11.787315634190314];40842288.3555;37670766.0165;38790739.203;4810007.81164;0.000129189479812;0.005510032515220001;0.000422650386557;0.0125381891132;0.00013029795668999998;5.91278454646e-05;0.0127157929275;0.0023187239958;743.527312374;2.7;1.7;2.3343186621000003;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_23_1589410;[34.756553453397061, 78.7347382195492, 36.347383492698299, 78.763474279368353];95.0069885254;608.630103547;134.907213081;[8.6891383633492651, 19.6836845548873, 9.0868458731745747, 19.690868569842088];[8.6891383633492651, 19.6836845548873, 9.0868458731745747, 19.690868569842088];36021871.2926;33095807.5282;56189210.6184;5980207.55235;0.00014647750929199998;0.00624738051522;0.0004810749459790001;0.0142713903552;8.07994487055e-05;4.75577805754e-05;0.0102275820324;0.00244490078662;782.562474306;2.7;1.7;2.07560112146;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_39_1586891;[84.341236874543767, 34.723351262109723, 84.182085724311236, 38.656055916909672];125.842441559;402.09981229699997;126.774094423;[21.085309218635942, 5.0097111378882246, 21.045521431077809, 9.664013979227418];[21.085309218635942, 5.0097111378882246, 21.045521431077809, 9.664013979227418];38117703.6985;43837377.5378;38039029.3625;5619680.22015;0.000138423710639;0.0059038796936800005;0.000363196083184;0.0107744398704;0.00013120264736200002;5.06088224647e-05;0.0108837266386;0.00245979203365;747.4252411780002;2.7;1.7;2.3015987135;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_69_1586906;[29.04918000631605, 40.559325190994187, 30.808421275142358, 40.647161142526933];101.829120636;344.72232888699995;123.274429486;[7.2622950015790124, 10.139831297748547, 7.7021053187855895, 10.161790285631733];[7.2622950015790124, 10.139831297748547, 7.7021053187855895, 10.161790285631733];22228104.2431;35472306.0866;31941756.5281;5464546.01934;0.00023737489842900005;0.0101242253668;0.0004488449039630001;0.0133152659205;0.00014427651326;5.20455674751e-05;0.0111927071519;0.00396209683449;512.094628801;2.7;1.7;2.10921076413;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_55_1586895;[52.778782180431996, 68.717541311556616, 50.44198697734258, 65.524043117977527];130.961978912;719.183812022;165.948169919;[13.194695545107999, 13.591588190991196, 12.610496744335645, 16.381010779494382];[13.194695545107999, 13.591588190991196, 12.610496744335645, 16.381010779494382];37418013.6036;45620775.0069;66066763.2081;7356200.43128;0.000141012135034;0.00601427802178;0.000348998100457;0.0103532477974;6.7308730712e-05;3.86619969408e-05;0.008314491140350001;0.00250507219081;881.986789038;2.7;1.7;2.03018311816;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_43_1589323;[75.560504447515967, 58.114653006172645, 74.730652648304073, 58.123859138533305];190.05309295700002;646.6358551540001;214.162051583;[18.890126111878992, 14.528663251543161, 18.682663162076018, 14.530964784633326];[18.890126111878992, 14.528663251543161, 18.682663162076018, 14.530964784633326];41998281.5749;66205241.1329;59936217.2606;9493439.89139;0.000125633568544;0.005358370114100001;0.000240487966607;0.00713422653966;7.69895373832e-05;2.99580975731e-05;0.006442666094930001;0.0020969882137;1279.7089623;2.7;1.7;2.11217892128;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_11_1588550;[69.355432255443048, 58.026387487550394, 68.923416713027819, 57.596713321427359];130.73646545399998;776.847811594;185.025426199;[17.338858063860762, 14.506596871887599, 17.230854178256955, 14.39917833035684];[17.338858063860762, 14.506596871887599, 17.230854178256955, 14.39917833035684];40008474.8897;45542217.1016;71337815.0445;8201862.79043;0.000131881907559;0.00562486666775;0.000349600103642;0.0103711065999;6.22386228509e-05;3.4675707926e-05;0.00745721610752;0.00220128114609;1060.85841477;2.7;1.7;2.02683615245;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_98_1586969;[57.263031487320276, 33.305772475994473, 57.322222762835395, 45.091361540995166];147.459968567;397.19520259800004;158.534699692;[14.315757871830069, 8.3252858948337813, 14.330555690708849, 6.3984300851516185];[14.315757871830069, 8.3252858948337813, 14.330555690708849, 6.3984300851516185];30409104.9396;51367871.0751;37110845.7533;7027573.89139;0.00017351362355000002;0.00740049196719;0.00030995179448799995;0.00919491461237;0.000128335169324;4.0469926459e-05;0.00870329707773;0.0032217500247;728.274642157;2.7;1.7;2.18586283773;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_45_1586892;[64.361052695708835, 36.711028818260537, 63.773907603799273, 39.392282299999636];160.09490966799999;524.428090754;197.35002256599998;[16.090263173927209, 9.1777572045651343, 15.943476900949818, 9.8480705749999089];[16.090263173927209, 9.1777572045651343, 15.943476900949818, 9.8480705749999089];32182745.1924;55769269.1754;48488766.6514;8748191.20822;0.000163951022681;0.00699263954922;0.000285489913248;0.00846923754495;9.42134521819e-05;3.25101945992e-05;0.00699150965688;0.00273655652841;827.38051196;2.7;1.7;2.0894495261;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_26_1588438;[62.247422968499635, 72.082284654862832, 60.438933416181783, 74.141093737190943];176.800361633;801.4518795519998;211.732925761;[15.561855742124909, 18.020571163715708, 15.109733354045446, 17.939858574262843];[15.561855742124909, 18.020571163715708, 15.109733354045446, 17.939858574262843];42373319.2315;61588635.0084;73667313.0966;9385760.87074;0.000124521611303;0.00531094426673;0.000258514640187;0.0076689991309399986;6.05137225291e-05;3.03017946533e-05;0.00651658018512;0.0020970007542100003;1270.27715565;2.7;1.7;2.03552823524;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_19_1586887;[76.098914413462978, 48.879986980518659, 81.883726240823222, 50.24713680096658];129.975158691;456.06420932099996;130.710395665;[19.010911214927546, 11.606266379308371, 19.357906141167366, 11.371074708112781];[19.010911214927546, 11.606266379308371, 19.357906141167366, 11.371074708112781];40513944.7072;45277014.9046;42969739.8713;5794169.76655;0.000130236490796;0.00555468835388;0.000351647825113;0.0104318535431;0.000114424953683;4.90847541631e-05;0.010555966735;0.0022776877525000003;6352.25747639;2.7;1.7;2.26375782002;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_41_1589379;[69.779921383478225, 74.677564168739792, 69.5727933397974, 78.072566489300016];201.910381317;642.147134017;230.00527594099998;[17.444980345869556, 18.455510633841705, 17.39319833494935, 19.518141622325004];[17.444980345869556, 18.455510633841705, 17.39319833494935, 19.518141622325004];46027962.2307;70335742.8937;59796609.5896;10195743.11;0.000114634533689;0.00488925266139;0.000226365190211;0.00671526550973;7.86100179487e-05;2.78945237735e-05;0.00599888234263;0.00191902046621;1348.73195219;2.7;1.7;2.15488460496;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Vogelsberg_17_1586886;[112.12047556946811, 42.972734559073672, 116.96245547857683, 41.286819348845405];157.577033997;628.496552949;234.57718238299998;[28.030118892367028, 10.640662737946139, 27.519632582633275, 10.232871563546297];[28.030118892367028, 10.640662737946139, 27.519632582633275, 10.232871563546297];49374787.9929;54892163.9236;58802366.01;10398407.955;0.00010686413454000003;0.00455783905072;0.000290051670052;0.008604564925010001;8.14240527635e-05;2.73508598432e-05;0.00588196419846;0.00182833533432;1006.6359186;2.7;1.7;2.19855879636;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
