;0_AExt [S, W, N, E];0_AFloor;0_AInt;0_ARoof;0_ATransparent [S, W, N, E];0_AWin [S, W, N, E];0_CExt;0_CFloor;0_CInt;0_CRoof;0_RExt;0_RExtRem;0_RFloor;0_RFloorRem;0_RInt;0_RRoof;0_RRoofRem;0_RWin;0_VAir;0_alphaExt;0_alphaFloor;0_alphaInt;0_alphaRad;0_alphaRoof;0_alphaWin;0_gWin;0_mSenFac;0_nExt;0_nFloor;0_nInt;0_nOrientations;0_nPorts;0_nRoof;0_ratioWinConRad
Huisbamptstraat_11_1587018;[55.196788781947873, 90.555496647020149, 67.693363270042653, 87.573428453862732];202.215015411;686.904079289;235.274196877;[6.0049256590063402, 22.636185552041095, 5.2651387250610044, 21.893357113465683];[6.0049256590063402, 22.636185552041095, 5.2651387250610044, 21.893357113465683];47432933.0679;70441862.575;63848988.8971;10429305.4233;0.000111239041014;0.00474443223894;0.000226024174216;0.0067051490561;7.30958778373e-05;2.72698312137e-05;0.005864538512379999;0.00250409279094;1209.37670327;2.7;1.7;2.13822578178;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Huisbamptstraat_1_1589093;[111.18694339047885, 59.90827380439935, 90.571050364511777, 57.452903950217646];157.233730316;606.396782288;177.689783155;[21.48341467193471, 10.838092010705353, 21.499967630619562, 14.363225987554411];[21.48341467193471, 10.838092010705353, 21.499967630619562, 14.363225987554411];50285046.5361;54772573.6418;56904215.7782;7876686.19735;0.000104929682887;0.004475333172319999;0.00029068496804500005;0.008623352107649999;8.51059627086e-05;3.6107239954e-05;0.00776507553812;0.0020492484843900004;989.620919075;2.7;1.7;2.22625472435;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Huisbamptstraat_12_1587045;[32.277811950051017, 72.363423683770435, 37.308525035310709, 71.696281031371541];197.71186447099998;566.029937575;246.29078491400003;[8.0694529875127543, 18.090855920942609, 6.0723468134355256, 17.924070257842885];[8.0694529875127543, 18.090855920942609, 6.0723468134355256, 17.924070257842885];33665169.9688;68873184.1115;52266850.1816;10917652.0541;0.000156731541586;0.00668472302512;0.000231172175705;0.00685786775285;8.69351181316e-05;2.60500515275e-05;0.00560221767549;0.00278581568116;993.216660362;2.7;1.7;2.0774465404;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Huisbamptstraat_18_1587046;[51.802771043336158, 106.92797354112079, 60.056942473540516, 108.12196375061242];209.338840485;1106.56873894;242.70362672599998;[8.1704700733376558, 26.731993385280198, 15.014235618385129, 27.030490937653106];[8.1704700733376558, 26.731993385280198, 15.014235618385129, 27.030490937653106];51512627.48100001;72923456.2677;101266349.648;10758639.4262;0.000102429137184;0.0043686829393;0.00021833254529700006;0.006476972054380001;4.32024138306e-05;2.64350711372e-05;0.00568501842006;0.00181588689234;1468.75115879;2.7;1.7;1.99542642884;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Huisbamptstraat_3_1589092;[83.279157755087709, 47.066471628137045, 94.888580082643813, 45.323570537112062];142.961269379;474.700144505;158.472196118;[20.819789438771927, 9.9476523268322605, 18.863855767657284, 10.108074568249728];[20.819789438771927, 9.9476523268322605, 18.863855767657284, 10.108074568249728];42633009.1477;49800743.3851;44755309.3947;7024803.21413;0.00012376311436700002;0.00527859377825;0.00031970534447000004;0.00948425979713;0.00011013153645;4.04858883446e-05;0.008706729775649999;0.00233894982211;776.8124186680002;2.7;1.7;2.26995512459;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Huisbamptstraat_8_1587044;[37.879573708174412, 24.366738165107311, 37.650979681803349, 25.594629786194862];81.9729118347;125.49192134100001;84.95668394229999;[9.469893427043603, 6.0916845412768277, 9.4127449204508373, 6.3986574465487154];[9.469893427043603, 6.0916845412768277, 9.4127449204508373, 6.3986574465487154];19774327.7996;28555370.0282;15151958.0067;3765985.46016;0.00026683051077400005;0.0113805303076;0.000557568114265;0.0165406082249;0.000463426363765;7.551951582899999e-05;0.0162409186014;0.0044537494448;354.429170495;2.7;1.7;2.7;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
