;0_AExt [S, W, N, E];0_AFloor;0_AInt;0_ARoof;0_ATransparent [S, W, N, E];0_AWin [S, W, N, E];0_CExt;0_CFloor;0_CInt;0_CRoof;0_RExt;0_RExtRem;0_RFloor;0_RFloorRem;0_RInt;0_RRoof;0_RRoofRem;0_RWin;0_VAir;0_alphaExt;0_alphaFloor;0_alphaInt;0_alphaRad;0_alphaRoof;0_alphaWin;0_gWin;0_mSenFac;0_nExt;0_nFloor;0_nInt;0_nOrientations;0_nPorts;0_nRoof;0_ratioWinConRad
Hengelhoefstraat_160B_4752550;[65.832529117307942, 34.151709701141478, 64.968059065245541, 32.108554146798184];255.584144592;708.229141215;280.23459369;[16.458132279326986, 8.5379274252853694, 16.242014766311385, 8.027138536699546];[16.458132279326986, 8.5379274252853694, 16.242014766311385, 8.027138536699546];31051766.8617;89033067.8614;64690385.4816;12422323.4276;0.000169922504265;0.00724732791655;0.00017882753230000006;0.00530503103734;6.70764480036e-05;2.28947024466e-05;0.00492364119071;0.00283622834896;1174.26021043;2.7;1.7;1.97824448411;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Hengelhoefstraat_167_1589394;[84.640697433653585, 71.658179922996666, 83.663343760355147, 70.813716966462735];212.945037842;674.969717075;252.211060697;[17.671160236146381, 17.495803514781702, 20.915835940088787, 17.204154990925048];[17.671160236146381, 17.495803514781702, 20.915835940088787, 17.204154990925048];48970365.6315;74179679.7887;62890784.5307;11180087.8213;0.000107746673298;0.004595480020069999;0.00021463511118;0.00636728534958;7.49194343541e-05;2.54385656998e-05;0.005470714031090001;0.00190657934084;1429.24489201;2.7;1.7;2.16042945368;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Hengelhoefstraat_44_1588551;[30.224358969913041, 83.670152011951302, 28.990344832845572, 89.677184625139745];177.78130722;588.124654881;249.135199473;[7.5560897424782603, 20.917538002987826, 7.2475862082113931, 22.419296156284936];[7.5560897424782603, 20.917538002987826, 7.2475862082113931, 22.419296156284936];36645849.1689;61930348.6744;54413601.3349;11043740.119;0.000143983400757;0.00614100483243;0.000257088231531;0.00762668382246;8.41786328501e-05;2.57526341173e-05;0.00553825630209;0.0024032708603;1000.3641561;2.7;1.7;2.09542984384;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Hengelhoefstraat_148_1589296;[66.57583083169078, 63.072402400686514, 59.382308166215964, 63.056862240009124];97.36134338379999;641.532777174;127.75905607799999;[16.643957707922695, 15.768100600171628, 14.845577041553991, 15.764215560002281];[16.643957707922695, 15.768100600171628, 14.845577041553991, 15.764215560002281];39722548.6741;33915950.0931;59338892.067;5663341.89691;0.00013283120452;0.00566535492677;0.000469441775185;0.013926285038700002;7.71064169418e-05;5.02186524754e-05;0.010799818274399998;0.00221712615122;819.0748121710001;2.7;1.7;2.09294547778;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Hengelhoefstraat_53_1586915;[53.576905881547134, 88.373390041408896, 51.023270592681946, 89.651219229518532];175.56817627;562.875243509;208.009362428;[10.622486826035296, 22.093347510352224, 12.755817648170487, 22.412804807379633];[10.622486826035296, 22.093347510352224, 12.755817648170487, 22.412804807379633];44534461.644;61159401.6407;52682978.7386;9220701.63441;0.000118478899086;0.00505321785708;0.000260328966466;0.007722822259279998;9.10159245131e-05;3.08442252929e-05;0.006633233102810001;0.00205831202536;1130.75086034;2.7;1.7;2.20210910678;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Hengelhoefstraat_51_1586916;[56.283266836410654, 81.383414973824628, 56.258262748557932, 80.469527251094291];177.32962417599998;629.053720162;197.579108917;[14.070816709102663, 20.345853743456157, 14.064565687139483, 20.117161754053811];[14.070816709102663, 20.345853743456157, 14.064565687139483, 20.117161754053811];43237573.9726;61773004.3008;58458857.8834;8758346.21697;0.000122032609654;0.00520478639661;0.000257743070764;0.00764611003951;7.97658139783e-05;3.24725001187e-05;0.00698340323588;0.0020368900446700003;1238.30666172;2.7;1.7;2.13620196974;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Hengelhoefstraat_136_1589420;[33.92953733151824, 58.80945455390561, 54.192595492253155, 41.658026529016759];113.657169342;356.926146499;135.882606654;[8.2202703452431169, 14.702363638476402, 10.821117445999898, 10.314698739824014];[8.2202703452431169, 14.702363638476402, 10.821117445999898, 10.314698739824014];29716915.6797;39592622.1758;33501542.8765;6023445.09228;0.00017755523634599998;0.00757286991895;0.000402134613567;0.0119295758249;0.000144682166058;4.72164009488e-05;0.0101541663243;0.00317140964361;567.404741883;2.7;1.7;2.22837152939;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Hengelhoefstraat_103_1586853;[37.923749985915876, 33.615461623297691, 38.250127235508224, 33.048487734922418];116.796012878;376.429852336;131.456782559;[9.480937496478969, 8.4037474211579308, 9.5625318088770559, 8.2618564703215061];[9.480937496478969, 8.4037474211579308, 9.5625318088770559, 8.2618564703215061];22507600.2883;40686042.3879;34766908.1491;5827255.82949;0.00023442721211400005;0.00999850423644;0.0003913274156040001;0.0116089735112;0.000130811792608;4.8806060158e-05;0.010496031940600002;0.00391293812023;561.662583982;2.7;1.7;2.07945403557;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Hengelhoefstraat_160_1588467;[55.084103882669147, 77.752772235173822, 54.030160474658295, 79.389062512696441];201.900527954;670.057155013;213.50722508799998;[13.771025970667287, 19.438193058793455, 13.507540118664574, 19.84726562817411];[13.771025970667287, 19.438193058793455, 13.507540118664574, 19.84726562817411];41955173.8954;70332310.4619;62007091.1775;9464412.5454;0.000125762653258;0.005363875678270001;0.000226376237525;0.00671559323521;7.39333719753e-05;3.00499790352e-05;0.0064624257468800005;0.00209914280604;1262.06663673;2.7;1.7;2.09736326538;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
Hengelhoefstraat_177_1586866;[88.618902614463522, 79.569916383763399, 84.680465040183023, 64.17925813140414];219.500621796;1109.61316314;250.89569242599998;[22.154725653615881, 15.58919456148652, 21.170116260045756, 16.044814532851035];[22.154725653615881, 15.58919456148652, 21.170116260045756, 16.044814532851035];49958768.1361;76463325.9514;101436732.678;11121779.7806;0.000105614973784;0.00450456136592;0.000208224840087;0.00617712063238;4.29310918582e-05;2.5571932207e-05;0.00549939528738;0.00186405463626;1481.63568128;2.7;1.7;1.98572889427;5.0;1.7;2.7;0.78;5;1;1;1;4;2;1;0.03
