;0_AExt [S, W, N, E];0_AFloor;0_AInt;0_ARoof;0_ATransparent [S, W, N, E];0_AWin [S, W, N, E];0_CExt;0_CFloor;0_CInt;0_CRoof;0_RExt;0_RExtRem;0_RFloor;0_RFloorRem;0_RInt;0_RRoof;0_RRoofRem;0_RWin;0_VAir;0_alphaExt;0_alphaFloor;0_alphaInt;0_alphaRad;0_alphaRoof;0_alphaWin;0_gWin;0_mSenFac;0_nExt;0_nFloor;0_nInt;0_nOrientations;0_nPorts;0_nRoof;0_ratioWinConRad
Socialestraat_3_1594858;[67.317676496438338, 67.295574045152961, 106.04744472022404, 67.262105558499968];216.908576965;937.017977517;231.453211762;[15.967305896899227, 13.336039292532826, 25.864455390087855, 16.398139353388316];[15.967305896899227, 13.336039292532826, 25.864455390087855, 16.398139353388316];57656765.9676;57700267.4356;86063037.6472;8172802.080189999;0.00015036507046899998;0.00121886176331;0.00014571587557299996;0.00102879694603;5.16324650642e-05;2.08211864321e-05;0.0019563345598;0.00033435346219300003;1471.60246843;2.7;1.7;2.0286199498900004;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
Socialestraat_26_1594171;[24.273501362940873, 85.517098121817369, 22.736642104941126, 92.140011996949568];132.449295044;380.180833909;145.63094225700002;[6.0683753407352183, 21.374144985095846, 2.9104004720601635, 22.891476294897345];[6.0683753407352183, 21.374144985095846, 2.9104004720601635, 22.891476294897345];42067645.6116;35233091.5292;35924553.0173;5142347.59915;0.000206086258256;0.00167053863872;0.00023863489195200004;0.0016848325351700002;0.000138346864197;3.30913911405e-05;0.00310922878152;0.000449405404102;608.572177204;2.7;1.7;2.29094839494;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
Socialestraat_36_1591124;[23.850080410528118, 82.140488867240265, 26.192836921588729, 59.344429960906638];68.85400390619999;404.66968186300005;80.5677594708;[5.9625201026320296, 20.535122216810066, 3.5918532597269692, 12.134197778365174];[5.9625201026320296, 20.535122216810066, 3.5918532597269692, 12.134197778365174];35862481.1036;18315985.9098;37757894.0917;2844913.43709;0.000241744670501;0.00195958632174;0.000459044084857;0.00324098627371;0.00012547083092499998;5.98146268936e-05;0.00562011305913;0.000566703618015;446.919228293;2.7;1.7;2.17329425639;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
Socialestraat_52_1591127;[23.872338568981888, 37.737104031315539, 25.906765356327043, 38.397844591224711];88.0464859009;390.547200741;99.01513924950001;[5.9680846422454721, 9.4321561834024426, 2.8754790099109666, 9.3724164822894416];[5.9680846422454721, 9.4321561834024426, 2.8754790099109666, 9.3724164822894416];23576679.0911;23421414.9312;35846471.1532;3496305.49461;0.000367717762295;0.00298072630002;0.000358981086962;0.00253451207356;0.000123605460891;4.86706427818e-05;0.004573037220149999;0.0008654586883029999;523.610928415;2.7;1.7;2.02240418651;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
Socialestraat_54_1594569;[42.422535531713621, 58.694811092073351, 41.103784615636542, 90.838944935020123];158.163143158;482.772173342;168.935528825;[10.34789929360095, 13.749423534882109, 6.8688367078674215, 21.649802912457655];[10.34789929360095, 13.749423534882109, 6.8688367078674215, 21.649802912457655];43639153.1662;42073281.6856;45091352.4812;5965251.59832;0.000198664800958;0.00161038018236;0.000199838107544;0.0014109158245999998;0.000105484100347;2.85264473727e-05;0.00268031195271;0.000454773013322;712.8432766789999;2.7;1.7;2.18275374813;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
Socialestraat_42_1591123;[25.134899791451943, 85.058022855377558, 29.942601432728068, 110.7126254611269];133.088775635;503.311848882;146.073698428;[6.2837249478629857, 21.06797623733074, 3.2417251784430254, 27.463893881924722];[6.2837249478629857, 21.06797623733074, 3.2417251784430254, 27.463893881924722];46969867.1646;35403200.9902;47089208.0805;5157981.681419998;0.000184577138517;0.0014961853562000002;0.000237488270977;0.00167673705379;0.000101670877951;3.29910895956e-05;0.00309980456454;0.000412149918227;683.73382131;2.7;1.7;2.1983950807;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
Socialestraat_8B_1591145;[99.944971780568466, 59.101305128686647, 95.168854337960113, 55.63394935475948];425.475902557;695.60036234;430.249392805;[23.957954481971335, 9.6108737686651882, 21.56460689102807, 13.90848733868987];[23.957954481971335, 9.6108737686651882, 21.56460689102807, 13.90848733868987];58017450.73100001;113181662.562;64707927.0778;15192457.7142;0.000149430276038;0.0012112843041;7.42862827764e-05;0.000524483008811;7.23501531615e-05;1.12007839011e-05;0.00105241268139;0.0003465766730130001;1309.82800409;2.7;1.7;2.1454412294400003;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
Socialestraat_17_1591339;[51.007870854307264, 32.150928552333859, 62.805553707233976, 31.098567384405733];111.57355880700001;273.71020596;141.299060471;[12.614341840468398, 8.0377321380834648, 13.49861412901579, 4.0275479766833673];[12.614341840468398, 8.0377321380834648, 13.49861412901579, 4.0275479766833673];33154009.1916;29679896.8118;26018608.3426;4989385.31272;0.000261493674193;0.00211967207429;0.000283284171893;0.0020000695858;0.000195193710853;3.4105891831999986e-05;0.00320455009139;0.000626752889758;549.758778357;2.7;1.7;2.34689922642;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
Socialestraat_10_1595199;[63.712362405729834, 78.717243920563263, 63.107610821231248, 80.824483445544672];235.96873855599998;451.158804475;249.051895361;[15.928090601432459, 17.261685134646999, 10.329191979544778, 18.441009789825717];[15.928090601432459, 17.261685134646999, 10.329191979544778, 18.441009789825717];53619574.4816;62770497.6521;42831143.0082;8794225.98194;0.000161686543796;0.00131063381449;0.00013394580742100002;0.000945696802533;0.00011802486950700002;1.93499048277e-05;0.00181809464445;0.000386189936715;833.6938534760001;2.7;1.7;2.33472484135;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
Socialestraat_8A_1594497;[102.02455544516862, 91.749419847385894, 114.29450341684483, 73.514339783638491];263.773357391;747.7882780880002;268.471593978;[17.193861514052902, 13.584895060571299, 26.662608374587144, 15.990548774798452];[17.193861514052902, 13.584895060571299, 26.662608374587144, 15.990548774798452];71449178.8347;70166857.7463;70051813.21100001;9479951.41233;0.000121338884773;0.0009835750190589998;0.000119826443142;0.0008460099373069999;6.86810111352e-05;1.79502434541e-05;0.00168658408302;0.000325857227167;1639.06102171;2.7;1.7;2.21028189352;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
