;0_AExt [S, W, N, E];0_AFloor;0_AInt;0_ARoof;0_ATransparent [S, W, N, E];0_AWin [S, W, N, E];0_CExt;0_CFloor;0_CInt;0_CRoof;0_RExt;0_RExtRem;0_RFloor;0_RFloorRem;0_RInt;0_RRoof;0_RRoofRem;0_RWin;0_VAir;0_alphaExt;0_alphaFloor;0_alphaInt;0_alphaRad;0_alphaRoof;0_alphaWin;0_gWin;0_mSenFac;0_nExt;0_nFloor;0_nInt;0_nOrientations;0_nPorts;0_nRoof;0_ratioWinConRad
PaulHabetslaan_1_1595230;[37.823738283388437, 127.09474654400366, 39.120913651844013, 102.7808896909506];326.114536285;637.1808991319999;267.825542095;[5.6549270159865355, 31.773686636000914, 9.7802284129610033, 25.694652224706061];[5.6549270159865355, 31.773686636000914, 9.7802284129610033, 25.694652224706061];57450326.8417;86750354.5576;59505384.5755;9457138.79233;0.00015090538477899998;0.0012232415601;9.69200072218e-05;0.0006842837614409999;7.98914674281e-05;1.79935432397e-05;0.00169065248073;0.000328219106983;975.213229013;2.7;1.7;2.1815277554400003;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
PaulHabetslaan_4_1597306;[23.782220046917455, 63.039698126503268, 25.610999779047994, 38.250531292200947];59.8661804199;297.005897975;71.2596894143;[5.9455550117293638, 15.759924531625817, 3.1373347822417732, 9.5576899644330844];[5.9455550117293638, 15.759924531625817, 3.1373347822417732, 9.5576899644330844];28214605.5607;15925117.7105;27814304.5267;2516237.87566;0.000307272191316;0.00249075349584;0.000527961246069;0.00372756170487;0.00017276686431499995;6.76277220966e-05;0.00635422243443;0.0006955804946910001;366.347740245;2.7;1.7;2.20734160591;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
PaulHabetslaan_33A_1599753;[44.284249471060548, 92.190966262967791, 43.77660881924708, 115.8816374590168];197.18391037;481.158639014;212.38898606900003;[7.7551556358694924, 23.030084837877297, 10.463725156605545, 28.268924295115365];[7.7551556358694924, 23.030084837877297, 10.463725156605545, 28.268924295115365];55449280.3681;52453270.9657;45585480.5466;7499628.68928;0.000156351238829;0.00126738574365;0.000160292100672;0.00113170938304;0.000110074221861;2.26901147822e-05;0.00213193690279;0.00034420376995499994;1065.08430077;2.7;1.7;2.3154590981;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
PaulHabetslaan_6_1597510;[24.975503987457067, 46.483284242751736, 25.003558881619618, 55.567923647892215];79.095867157;310.684643929;91.4574883133;[6.2438759968642668, 11.620821060687934, 2.9337174988189765, 12.88977713991008];[6.2438759968642668, 11.620821060687934, 2.9337174988189765, 12.88977713991008];28466790.1105;21040443.637;29038866.639;3229438.66298;0.00030455009658999994;0.0024686881507;0.000399603978665;0.0028213216388;0.000164247510692;5.26925740175e-05;0.00495093322042;0.0007102880441729999;439.498719449;2.7;1.7;2.18933950786;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
PaulHabetslaan_8_1597205;[31.471607987463905, 49.831502183988547, 31.656935626881179, 65.87729371668955];90.4387588501;260.163145179;103.842818228;[7.8679019968659762, 12.171971910195866, 4.5856432950035115, 16.469323429172388];[7.8679019968659762, 12.171971910195866, 4.5856432950035115, 16.469323429172388];33486258.9039;24057788.0562;24837448.2159;3666774.78511;0.000258899141365;0.00209864074801;0.000349485371248;0.00246746952731;0.000207611134835;4.64079322447e-05;0.004360435559010001;0.0005822706554909999;481.15428351400004;2.7;1.7;2.38740458758;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
PaulHabetslaan_2_1595853;[29.100787998901918, 40.697466298660466, 32.115890266122221, 40.532503179326952];55.9435539246;217.587974647;68.4666908667;[7.2751969997254795, 10.174366574665116, 4.0354102009554671, 10.133125794831738];[7.2751969997254795, 10.174366574665116, 4.0354102009554671, 10.133125794831738];26672312.0532;14881652.2975;20700771.7472;2417614.81415;0.00032503982633499994;0.00263477824097;0.0005649806098220001;0.00398892930276;0.000246060457774;7.03864961399e-05;0.00661343364802;0.000756791841286;322.377610058;2.7;1.7;2.3546623175;5.0;1.7;2.7;0.88;5;1;1;1;4;2;1;0.03
